payment_id,order_id,customer_id,payment_date,payment_method,amount,currency,status,transaction_id,card_last_four,payment_processor
PAY_666,666,492,2024-07-08 14:59:10,bank_transfer,108.23,USD,completed,TXN_5173184635,,Stripe
PAY_667,667,1208,2024-12-23 15:03:10,bank_transfer,69.42,USD,completed,TXN_7505271778,,Stripe
PAY_668,668,1030,2023-10-21 15:20:10,bank_transfer,212.52,USD,completed,TXN_4186755675,,Stripe
PAY_669,669,324,2024-04-16 15:15:10,credit_card,30.73,USD,completed,TXN_3712790929,6241,Square
PAY_670,670,1038,2024-05-05 15:21:10,apple_pay,105.37,USD,completed,TXN_7659412415,,Stripe
PAY_671,671,871,2024-10-30 15:28:10,paypal,47.37,USD,completed,TXN_4984474429,,Square
PAY_673,673,1238,2025-09-09 14:44:10,google_pay,28.04,USD,completed,TXN_1511719993,,Braintree
PAY_674,674,106,2025-03-31 14:59:10,credit_card,58.22,USD,completed,TXN_7382384711,9023,Square
PAY_675,675,106,2023-11-17 14:38:10,apple_pay,67.38,USD,completed,TXN_3988149083,,Braintree
PAY_676,676,985,2025-07-10 14:45:10,google_pay,14.31,USD,completed,TXN_1580976546,,Square
PAY_677,677,1424,2023-11-11 15:27:10,credit_card,135.51,USD,completed,TXN_4759082717,3752,PayPal
PAY_678,678,908,2024-11-12 15:22:10,credit_card,285.33,USD,completed,TXN_3651803394,5837,Braintree
PAY_679,679,891,2024-06-17 15:35:10,google_pay,121.21,USD,completed,TXN_2892305923,,Stripe
PAY_680,680,396,2024-04-27 15:11:10,apple_pay,77.31,USD,completed,TXN_9692421246,,Stripe
PAY_681,681,1260,2025-08-13 15:16:10,google_pay,90.17,USD,completed,TXN_8362112551,,PayPal
PAY_682,682,966,2024-02-06 15:34:10,bank_transfer,119.43,USD,completed,TXN_3496048543,,PayPal
PAY_683,683,1108,2025-02-13 15:04:10,bank_transfer,25.23,USD,completed,TXN_3876647042,,PayPal
PAY_684,684,1148,2024-12-28 15:34:10,google_pay,174.33,USD,completed,TXN_6840571758,,Square
PAY_685,685,13,2025-08-30 15:00:10,credit_card,166.5,USD,completed,TXN_6444992055,5252,Braintree
PAY_686,686,1461,2024-07-31 15:24:10,credit_card,18.17,USD,completed,TXN_1982334144,8912,Adyen
PAY_687,687,1397,2024-08-11 14:48:10,bank_transfer,145.45,USD,completed,TXN_3520672379,,Square
PAY_688,688,772,2025-06-12 15:01:10,apple_pay,85.47,USD,completed,TXN_2360380994,,Stripe
PAY_689,689,295,2024-08-09 14:44:10,credit_card,83.46,USD,completed,TXN_9736014232,5315,Braintree
PAY_690,690,1232,2024-09-25 15:23:10,bank_transfer,49.0,USD,completed,TXN_1314465335,,Stripe
PAY_692,692,1425,2024-12-28 14:58:10,google_pay,77.35,USD,completed,TXN_1574004395,,Square
PAY_693,693,1108,2024-03-29 14:40:10,credit_card,144.64,USD,completed,TXN_9000950104,2899,Adyen
PAY_694,694,193,2024-03-25 15:00:10,google_pay,66.11,USD,completed,TXN_4732931398,,Stripe
PAY_697,697,1353,2024-07-31 14:51:10,credit_card,120.71,USD,completed,TXN_8404713840,3391,PayPal
PAY_698,698,389,2024-02-28 15:35:10,google_pay,161.65,USD,completed,TXN_8930671300,,Stripe
PAY_700,700,912,2024-06-04 15:13:10,apple_pay,102.43,USD,completed,TXN_6959573392,,Square
PAY_702,702,1126,2025-08-11 15:13:10,google_pay,151.12,USD,completed,TXN_9861463907,,PayPal
PAY_703,703,19,2024-10-28 14:37:10,credit_card,73.65,USD,completed,TXN_8014084539,4915,PayPal
PAY_704,704,1034,2025-03-28 15:13:10,bank_transfer,20.36,USD,completed,TXN_8296257498,,PayPal
PAY_705,705,849,2024-09-14 15:07:10,apple_pay,66.11,USD,completed,TXN_2708062449,,Adyen
PAY_706,706,1095,2024-07-07 14:50:10,paypal,97.16,USD,completed,TXN_9574399650,,Stripe
PAY_707,707,584,2023-10-21 15:35:10,credit_card,116.55,USD,completed,TXN_3230702835,9008,Stripe
PAY_708,708,805,2025-06-16 15:11:10,bank_transfer,469.89,USD,completed,TXN_2925438158,,Adyen
PAY_709,709,589,2024-01-19 15:34:10,apple_pay,60.04,USD,completed,TXN_2663569035,,Square
PAY_710,710,797,2024-02-09 15:05:10,bank_transfer,54.76,USD,completed,TXN_5193604945,,Adyen
PAY_711,711,367,2025-03-04 14:42:10,credit_card,80.43,USD,completed,TXN_7569266865,8142,Braintree
PAY_712,712,284,2025-04-29 14:50:10,google_pay,89.34,USD,completed,TXN_7915660868,,Stripe
PAY_713,713,1465,2025-02-13 14:53:10,bank_transfer,67.07,USD,completed,TXN_3880194935,,Braintree
PAY_714,714,685,2025-07-04 15:26:10,bank_transfer,393.45,USD,completed,TXN_7418324281,,Adyen
PAY_715,715,1430,2024-07-25 14:41:10,credit_card,101.36,USD,completed,TXN_1381531587,9807,Square
PAY_716,716,913,2024-03-14 15:21:10,credit_card,332.33,USD,completed,TXN_4217519530,3594,Square
PAY_717,717,292,2025-09-20 15:24:10,credit_card,253.81,USD,completed,TXN_9816196025,1945,PayPal
PAY_718,718,137,2024-08-29 14:53:10,bank_transfer,189.69,USD,completed,TXN_1597290305,,Adyen
PAY_719,719,1497,2024-03-18 15:32:10,paypal,66.58,USD,completed,TXN_5583636479,,PayPal
PAY_720,720,898,2024-04-28 14:53:10,google_pay,112.69,USD,completed,TXN_7858976875,,Stripe
PAY_722,722,205,2025-08-15 15:33:10,apple_pay,27.13,USD,completed,TXN_6657096082,,Square
PAY_723,723,1123,2023-10-20 15:31:10,apple_pay,112.37,USD,completed,TXN_2526786963,,Braintree
PAY_724,724,895,2024-08-11 15:17:10,google_pay,112.58,USD,completed,TXN_7767110621,,PayPal
PAY_725,725,442,2025-09-14 15:33:10,paypal,235.72,USD,completed,TXN_9774386729,,Square
PAY_726,726,1471,2025-08-11 15:13:10,apple_pay,118.84,USD,completed,TXN_4428326440,,PayPal
PAY_727,727,136,2025-07-14 15:28:10,google_pay,134.18,USD,completed,TXN_6339115320,,Adyen
PAY_728,728,917,2024-01-18 15:22:10,bank_transfer,22.87,USD,completed,TXN_6314492013,,Adyen
PAY_729,729,1191,2025-01-07 15:26:10,bank_transfer,117.04,USD,completed,TXN_4655629103,,Braintree
PAY_730,730,718,2024-03-31 14:58:10,apple_pay,57.74,USD,completed,TXN_1518191358,,PayPal
PAY_731,731,910,2023-12-19 14:36:10,apple_pay,46.42,USD,completed,TXN_6569659964,,Adyen
PAY_732,732,323,2024-07-31 15:11:10,bank_transfer,71.98,USD,completed,TXN_5381446434,,PayPal
PAY_733,733,1493,2025-09-04 15:05:10,bank_transfer,174.53,USD,completed,TXN_2991578114,,Square
PAY_734,734,828,2025-01-25 15:11:10,credit_card,43.13,USD,completed,TXN_7439302691,7001,Square
PAY_735,735,886,2024-05-18 15:32:10,paypal,150.08,USD,completed,TXN_4804398293,,Square
PAY_736,736,636,2024-05-27 14:42:10,bank_transfer,83.23,USD,completed,TXN_9936362780,,Stripe
PAY_737,737,275,2025-06-07 14:44:10,google_pay,107.63,USD,completed,TXN_3631983722,,PayPal
PAY_738,738,1253,2025-05-13 14:59:10,bank_transfer,189.24,USD,completed,TXN_8826612825,,Stripe
PAY_739,739,579,2024-12-01 14:54:10,bank_transfer,83.65,USD,completed,TXN_5774690141,,Square
PAY_740,740,11,2024-10-12 15:23:10,apple_pay,66.8,USD,completed,TXN_1598121710,,Stripe
PAY_741,741,1276,2024-01-13 15:09:10,apple_pay,136.45,USD,completed,TXN_1131546264,,PayPal
PAY_742,742,550,2024-12-25 15:07:10,paypal,160.01,USD,completed,TXN_7798864660,,PayPal
PAY_743,743,1187,2024-03-07 15:16:10,google_pay,111.91,USD,completed,TXN_1546678367,,Square
PAY_744,744,1322,2024-04-09 15:30:10,paypal,56.36,USD,completed,TXN_1349721954,,Stripe
PAY_746,746,554,2024-08-13 15:31:10,apple_pay,61.1,USD,completed,TXN_8927834355,,PayPal
PAY_748,748,776,2025-05-02 15:19:10,apple_pay,83.27,USD,completed,TXN_6680104683,,Square
PAY_749,749,746,2024-08-25 15:33:10,credit_card,28.29,USD,completed,TXN_2139903030,4324,Stripe
PAY_750,750,1423,2025-06-12 15:31:10,bank_transfer,78.83,USD,completed,TXN_1563111540,,Stripe
PAY_751,751,104,2025-01-17 15:33:10,apple_pay,47.78,USD,completed,TXN_1705563309,,Square
PAY_752,752,806,2023-12-02 15:23:10,google_pay,155.94,USD,completed,TXN_5921142476,,Stripe
PAY_753,753,193,2024-06-17 15:08:10,credit_card,51.34,USD,completed,TXN_4625773153,9524,Stripe
PAY_754,754,1202,2024-06-27 15:35:10,apple_pay,116.24,USD,completed,TXN_6726179157,,Stripe
PAY_755,755,52,2025-01-13 15:35:10,bank_transfer,23.46,USD,completed,TXN_8999842681,,PayPal
PAY_756,756,1090,2024-02-17 14:35:10,bank_transfer,208.02,USD,completed,TXN_9615310609,,Braintree
PAY_758,758,156,2024-05-14 14:54:10,google_pay,55.44,USD,completed,TXN_1029874276,,Stripe
PAY_759,759,1133,2024-03-15 15:35:10,bank_transfer,109.1,USD,completed,TXN_1635531048,,Adyen
PAY_760,760,263,2025-03-21 15:10:10,google_pay,166.27,USD,completed,TXN_3778387355,,Stripe
PAY_762,762,299,2025-06-19 15:25:10,apple_pay,36.64,USD,completed,TXN_1545879583,,Square
PAY_763,763,1259,2024-12-17 14:36:10,apple_pay,223.43,USD,completed,TXN_5486553524,,Square
PAY_764,764,501,2024-05-06 14:41:10,apple_pay,187.93,USD,completed,TXN_2037170499,,PayPal
PAY_765,765,24,2025-05-19 15:27:10,paypal,147.73,USD,completed,TXN_5753704273,,Square
PAY_766,766,959,2024-04-24 15:25:10,credit_card,239.31,USD,completed,TXN_9832682550,2560,Adyen
PAY_767,767,868,2024-01-27 15:17:10,google_pay,121.81,USD,completed,TXN_3657789244,,Square
PAY_768,768,1435,2025-07-23 15:32:10,google_pay,59.26,USD,completed,TXN_3242934058,,Stripe
PAY_769,769,383,2024-01-19 15:02:10,credit_card,205.64,USD,completed,TXN_8649374628,4557,Adyen
PAY_770,770,428,2024-09-21 14:53:10,bank_transfer,130.79,USD,completed,TXN_5776946813,,Braintree
PAY_772,772,205,2025-06-01 15:11:10,google_pay,69.85,USD,completed,TXN_8866734851,,PayPal
PAY_773,773,674,2024-07-31 14:58:10,paypal,58.98,USD,completed,TXN_7374332915,,Braintree
PAY_774,774,161,2024-06-25 15:25:10,apple_pay,233.18,USD,completed,TXN_6042000293,,Square
PAY_775,775,472,2025-05-25 14:47:10,paypal,47.64,USD,completed,TXN_7039811184,,Braintree
PAY_776,776,946,2023-11-23 15:29:10,google_pay,70.07,USD,completed,TXN_2942666243,,Square
PAY_777,777,172,2024-06-10 15:19:10,bank_transfer,96.66,USD,completed,TXN_3713643771,,Square
PAY_778,778,164,2025-09-08 15:30:10,paypal,57.08,USD,completed,TXN_8444271613,,Adyen
PAY_779,779,337,2024-10-21 15:33:10,credit_card,5.36,USD,completed,TXN_8037507043,1935,Square
PAY_781,781,765,2024-04-17 15:29:10,apple_pay,148.04,USD,completed,TXN_9436749472,,Square
PAY_782,782,1229,2024-08-26 15:34:10,google_pay,38.63,USD,completed,TXN_8970291676,,PayPal
PAY_784,784,186,2024-02-24 15:15:10,bank_transfer,43.77,USD,completed,TXN_7712721080,,Square
PAY_786,786,273,2024-12-12 15:18:10,bank_transfer,250.12,USD,completed,TXN_8742409892,,Stripe
PAY_787,787,1417,2025-02-11 15:08:10,paypal,65.67,USD,completed,TXN_9747853259,,Square
PAY_788,788,1082,2024-05-10 14:52:10,apple_pay,84.14,USD,completed,TXN_2115919165,,Stripe
PAY_789,789,659,2023-12-23 14:48:10,bank_transfer,109.31,USD,completed,TXN_2805847791,,PayPal
PAY_790,790,153,2024-04-12 15:27:10,paypal,197.43,USD,completed,TXN_1471070370,,Braintree
PAY_791,791,1404,2024-04-21 14:52:10,bank_transfer,22.92,USD,completed,TXN_2943104124,,Stripe
PAY_792,792,166,2024-05-09 15:07:10,google_pay,80.65,USD,completed,TXN_4203544762,,Stripe
PAY_793,793,1239,2023-10-29 14:54:10,apple_pay,322.31,USD,completed,TXN_3564010327,,PayPal
PAY_794,794,1485,2025-03-29 14:46:10,bank_transfer,95.67,USD,completed,TXN_6086321402,,Square
PAY_795,795,1305,2025-03-01 15:02:10,bank_transfer,47.3,USD,completed,TXN_7744598296,,Square
PAY_796,796,987,2024-12-28 15:12:10,bank_transfer,241.95,USD,completed,TXN_8080040392,,Square
PAY_798,798,326,2025-01-02 14:37:10,paypal,123.24,USD,completed,TXN_6697955608,,Square
PAY_799,799,812,2024-06-28 14:40:10,google_pay,31.61,USD,completed,TXN_5784730268,,Adyen
PAY_800,800,388,2023-12-06 15:21:10,credit_card,70.5,USD,completed,TXN_6067583613,1996,Square
PAY_801,801,92,2025-03-16 15:08:10,google_pay,120.37,USD,completed,TXN_1509409445,,Adyen
PAY_802,802,657,2024-12-18 14:50:10,apple_pay,82.58,USD,completed,TXN_6249552128,,Braintree
PAY_803,803,367,2023-10-27 14:45:10,credit_card,71.39,USD,completed,TXN_5261599451,9865,Square
PAY_804,804,422,2024-08-23 14:40:10,apple_pay,73.45,USD,completed,TXN_1139152604,,Square
PAY_805,805,90,2024-06-17 14:35:10,credit_card,189.66,USD,completed,TXN_8842415423,1224,Adyen
PAY_806,806,197,2024-10-18 15:07:10,paypal,115.69,USD,completed,TXN_4517452024,,Adyen
PAY_807,807,1436,2025-08-04 15:15:10,apple_pay,63.3,USD,completed,TXN_1092209833,,Braintree
PAY_808,808,973,2024-07-27 15:01:10,apple_pay,276.86,USD,completed,TXN_4532664222,,Square
PAY_809,809,21,2025-09-16 14:54:10,apple_pay,217.53,USD,completed,TXN_5554167007,,Square
PAY_810,810,1407,2025-07-19 15:13:10,credit_card,59.56,USD,completed,TXN_9320131616,5033,PayPal
PAY_811,811,101,2025-08-08 15:23:10,bank_transfer,55.23,USD,completed,TXN_3240377647,,Stripe
PAY_812,812,792,2024-12-27 15:25:10,apple_pay,99.82,USD,completed,TXN_2859312578,,Braintree
PAY_813,813,307,2023-11-08 14:51:10,apple_pay,111.33,USD,completed,TXN_9832701839,,Stripe
PAY_814,814,1322,2024-06-13 15:17:10,google_pay,88.06,USD,completed,TXN_2555391059,,PayPal
PAY_815,815,1384,2024-04-21 14:58:10,google_pay,107.5,USD,completed,TXN_8361072825,,Stripe
PAY_816,816,1402,2024-04-30 15:04:10,apple_pay,225.32,USD,completed,TXN_9000942471,,Adyen
PAY_818,818,913,2024-05-02 14:35:10,credit_card,70.28,USD,completed,TXN_2541355548,8039,Braintree
PAY_819,819,758,2025-03-13 14:45:10,apple_pay,92.27,USD,completed,TXN_4746284883,,Square
PAY_820,820,865,2025-07-23 15:29:10,bank_transfer,97.35,USD,completed,TXN_8462016252,,Square
PAY_821,821,1160,2025-05-30 14:35:10,paypal,95.41,USD,completed,TXN_5361718132,,Square
PAY_822,822,923,2025-02-19 15:31:10,google_pay,81.25,USD,completed,TXN_2225737479,,Adyen
PAY_823,823,1374,2025-02-12 15:34:10,credit_card,155.2,USD,completed,TXN_9865914811,8310,Square
PAY_824,824,1033,2024-09-03 15:08:10,google_pay,56.74,USD,completed,TXN_3716416213,,Braintree
PAY_826,826,1381,2025-04-22 14:55:10,credit_card,129.05,USD,completed,TXN_9423348687,1160,Adyen
PAY_827,827,373,2025-04-17 14:53:10,apple_pay,276.09,USD,completed,TXN_9776706675,,Braintree
PAY_828,828,773,2025-08-08 15:05:10,bank_transfer,274.37,USD,completed,TXN_7019655097,,Braintree
PAY_829,829,882,2024-07-16 15:12:10,apple_pay,89.09,USD,completed,TXN_1986337594,,Stripe
PAY_830,830,807,2024-01-14 15:34:10,bank_transfer,99.57,USD,completed,TXN_4092650031,,Braintree
PAY_833,833,620,2025-08-25 14:36:10,apple_pay,62.03,USD,completed,TXN_4088421867,,Adyen
PAY_834,834,576,2024-03-06 15:06:10,apple_pay,51.91,USD,completed,TXN_9360470513,,Square
PAY_835,835,911,2025-06-18 14:36:10,paypal,136.94,USD,completed,TXN_2162272086,,Adyen
PAY_836,836,246,2024-01-24 15:06:10,paypal,33.13,USD,completed,TXN_3032741062,,Stripe
PAY_837,837,1410,2024-05-19 14:45:10,paypal,102.55,USD,completed,TXN_6545726638,,Braintree
PAY_838,838,174,2025-04-05 15:02:10,google_pay,149.14,USD,completed,TXN_5143467276,,Stripe
PAY_839,839,918,2025-01-25 15:06:10,bank_transfer,150.54,USD,completed,TXN_1958091754,,Adyen
PAY_840,840,616,2025-02-25 15:09:10,paypal,211.17,USD,completed,TXN_5323052710,,Adyen
PAY_841,841,119,2025-03-03 15:33:10,paypal,15.4,USD,completed,TXN_7978535322,,Adyen
PAY_842,842,1119,2025-04-28 15:19:10,credit_card,182.59,USD,completed,TXN_9749044136,4996,Square
PAY_843,843,167,2024-02-24 15:13:10,apple_pay,204.74,USD,completed,TXN_1193755559,,Adyen
PAY_844,844,217,2025-09-22 15:00:10,google_pay,16.96,USD,completed,TXN_5730025356,,PayPal
PAY_846,846,1001,2024-12-03 15:18:10,paypal,115.19,USD,completed,TXN_3939669032,,Adyen
PAY_847,847,554,2024-06-23 15:23:10,google_pay,92.5,USD,completed,TXN_3590948349,,PayPal
PAY_848,848,1213,2025-02-18 14:59:10,paypal,114.86,USD,completed,TXN_6159203341,,Adyen
PAY_849,849,189,2025-03-05 15:05:10,credit_card,166.06,USD,completed,TXN_7285509813,2233,Braintree
PAY_850,850,416,2024-09-15 15:32:10,credit_card,60.49,USD,completed,TXN_9127154760,1408,Braintree
PAY_851,851,1296,2024-12-10 15:29:10,google_pay,96.83,USD,completed,TXN_8025521848,,PayPal
PAY_852,852,126,2023-11-07 15:34:10,bank_transfer,133.4,USD,completed,TXN_9341018836,,Adyen
PAY_853,853,77,2025-03-24 15:00:10,paypal,124.51,USD,completed,TXN_9558925436,,Stripe
PAY_854,854,479,2024-08-25 14:41:10,apple_pay,62.9,USD,completed,TXN_1480635448,,Adyen
PAY_855,855,410,2024-10-23 14:39:10,paypal,142.59,USD,completed,TXN_4044898255,,Stripe
PAY_856,856,1164,2024-08-07 14:37:10,apple_pay,162.21,USD,completed,TXN_8222732717,,Square
PAY_857,857,1352,2024-04-16 15:06:10,google_pay,27.31,USD,completed,TXN_1929722462,,Stripe
PAY_858,858,1347,2023-12-01 15:03:10,google_pay,132.65,USD,completed,TXN_8295392826,,Braintree
PAY_859,859,291,2025-04-26 15:23:10,bank_transfer,49.63,USD,completed,TXN_9157013098,,PayPal
PAY_860,860,913,2024-05-20 14:57:10,paypal,159.19,USD,completed,TXN_4924553922,,Square
PAY_861,861,1161,2024-09-08 14:47:10,google_pay,136.81,USD,completed,TXN_5988420112,,Braintree
PAY_862,862,1171,2025-07-15 15:10:10,credit_card,70.26,USD,completed,TXN_1370811467,7940,Adyen
PAY_863,863,1020,2024-03-16 14:43:10,credit_card,206.63,USD,completed,TXN_9316382909,5187,Stripe
PAY_865,865,1329,2025-09-02 14:43:10,bank_transfer,110.84,USD,completed,TXN_2622085270,,Adyen
PAY_866,866,556,2024-12-24 15:26:10,apple_pay,52.62,USD,completed,TXN_7758789393,,Braintree
PAY_867,867,152,2025-02-23 14:53:10,bank_transfer,32.51,USD,completed,TXN_9881426803,,Braintree
PAY_869,869,1074,2024-05-17 15:29:10,google_pay,200.59,USD,completed,TXN_6152239013,,Stripe
PAY_870,870,61,2025-07-23 15:33:10,paypal,100.89,USD,completed,TXN_3974197907,,PayPal
PAY_872,872,8,2024-07-04 14:49:10,apple_pay,165.67,USD,completed,TXN_2708159545,,Adyen
PAY_873,873,276,2025-09-11 15:03:10,google_pay,178.49,USD,completed,TXN_9626213253,,PayPal
PAY_874,874,898,2025-07-09 15:05:10,apple_pay,133.26,USD,completed,TXN_6624952042,,Adyen
PAY_875,875,27,2024-06-21 15:35:10,credit_card,80.05,USD,completed,TXN_7727067801,4246,Braintree
PAY_876,876,381,2025-07-19 14:59:10,paypal,131.47,USD,completed,TXN_2967342588,,PayPal
PAY_877,877,782,2023-12-01 15:34:10,google_pay,50.63,USD,completed,TXN_2412526940,,PayPal
PAY_878,878,215,2025-06-27 15:10:10,credit_card,62.72,USD,completed,TXN_2367383294,6097,Stripe
PAY_879,879,1370,2024-08-12 15:13:10,bank_transfer,86.38,USD,completed,TXN_3951898717,,Braintree
PAY_881,881,128,2025-03-03 15:02:10,paypal,54.24,USD,completed,TXN_3441595115,,PayPal
PAY_883,883,400,2024-02-16 15:18:10,credit_card,36.55,USD,completed,TXN_4496617458,9102,PayPal
PAY_884,884,830,2023-11-25 14:45:10,google_pay,130.55,USD,completed,TXN_6538965532,,Stripe
PAY_885,885,211,2025-04-28 15:08:10,apple_pay,151.04,USD,completed,TXN_2866864875,,Square
PAY_886,886,1042,2025-01-29 15:27:10,apple_pay,66.14,USD,completed,TXN_6050124457,,PayPal
PAY_887,887,523,2025-02-14 14:53:10,bank_transfer,109.58,USD,completed,TXN_5970172630,,Stripe
PAY_888,888,894,2023-10-31 15:12:10,credit_card,76.99,USD,completed,TXN_8858675416,7792,Braintree
PAY_889,889,729,2024-09-22 15:10:10,bank_transfer,133.36,USD,completed,TXN_5646372395,,Square
PAY_891,891,1241,2024-12-08 15:03:10,credit_card,44.23,USD,completed,TXN_6871397376,3065,Braintree
PAY_892,892,985,2025-06-13 15:33:10,apple_pay,107.13,USD,completed,TXN_3275486184,,Braintree
PAY_894,894,370,2024-02-14 15:26:10,credit_card,83.64,USD,completed,TXN_4558250102,1727,PayPal
PAY_895,895,145,2025-06-24 15:28:10,bank_transfer,155.86,USD,completed,TXN_6940463757,,Square
PAY_896,896,1110,2024-01-19 15:02:10,apple_pay,76.26,USD,completed,TXN_8946211387,,Square
PAY_897,897,1490,2025-04-13 14:50:10,bank_transfer,107.32,USD,completed,TXN_4438620822,,Braintree
PAY_898,898,490,2024-05-17 14:48:10,apple_pay,66.88,USD,completed,TXN_5283748711,,Adyen
PAY_899,899,403,2024-02-10 15:13:10,credit_card,32.15,USD,completed,TXN_6646318770,4588,Braintree
PAY_900,900,1275,2023-12-25 15:31:10,bank_transfer,18.0,USD,completed,TXN_5771546066,,Square
PAY_901,901,99,2023-10-25 14:37:10,google_pay,56.76,USD,completed,TXN_1842561577,,Stripe
PAY_902,902,1213,2024-04-13 14:59:10,bank_transfer,54.86,USD,completed,TXN_2035756354,,PayPal
PAY_903,903,593,2025-03-10 14:39:10,paypal,91.65,USD,completed,TXN_2135453468,,Braintree
PAY_904,904,1051,2025-04-08 14:35:10,paypal,160.97,USD,completed,TXN_1510620161,,Braintree
PAY_905,905,871,2025-08-31 15:07:10,apple_pay,74.73,USD,completed,TXN_1703855477,,Braintree
PAY_906,906,1281,2025-08-22 14:41:10,google_pay,122.07,USD,completed,TXN_3623932589,,PayPal
PAY_908,908,693,2025-06-15 14:43:10,credit_card,136.36,USD,completed,TXN_5672679216,2673,Braintree
PAY_911,911,724,2024-06-11 14:43:10,bank_transfer,78.96,USD,completed,TXN_7966373658,,PayPal
PAY_912,912,925,2023-11-02 14:55:10,google_pay,316.13,USD,completed,TXN_6979534519,,Adyen
PAY_913,913,1201,2025-04-23 14:57:10,credit_card,322.15,USD,completed,TXN_1692080765,2817,Braintree
PAY_914,914,904,2023-12-25 14:41:10,credit_card,114.61,USD,completed,TXN_7154317744,1350,PayPal
PAY_915,915,775,2023-11-10 15:06:10,credit_card,105.21,USD,completed,TXN_9644774074,9683,Adyen
PAY_916,916,1477,2024-04-05 14:46:10,credit_card,74.24,USD,completed,TXN_6903841294,5815,Square
PAY_917,917,1439,2024-10-17 15:18:10,bank_transfer,117.27,USD,completed,TXN_1581687810,,Square
PAY_918,918,1237,2024-07-14 15:27:10,credit_card,97.51,USD,completed,TXN_3226248125,2118,Stripe
PAY_919,919,673,2023-12-06 15:22:10,apple_pay,105.64,USD,completed,TXN_3281627466,,Stripe
PAY_920,920,447,2024-11-19 14:35:10,paypal,96.61,USD,completed,TXN_1815806911,,Braintree
PAY_921,921,762,2024-07-11 14:40:10,bank_transfer,119.45,USD,completed,TXN_7544117899,,Adyen
PAY_922,922,579,2024-09-12 15:29:10,google_pay,93.48,USD,completed,TXN_9571976530,,Braintree
PAY_923,923,945,2024-08-06 14:40:10,apple_pay,190.58,USD,completed,TXN_7037799474,,Square
PAY_924,924,641,2025-03-17 14:53:10,bank_transfer,139.61,USD,completed,TXN_9693831228,,Square
PAY_925,925,1060,2024-12-31 15:16:10,paypal,56.03,USD,completed,TXN_6708426765,,Braintree
PAY_927,927,1410,2023-10-18 14:37:10,credit_card,147.04,USD,completed,TXN_9377546256,3314,Adyen
PAY_929,929,305,2025-03-22 15:25:10,apple_pay,90.24,USD,completed,TXN_7734780649,,Adyen
PAY_930,930,182,2025-08-13 15:25:10,apple_pay,58.61,USD,completed,TXN_3640705903,,Square
PAY_932,932,1241,2025-07-24 15:22:10,paypal,95.79,USD,completed,TXN_3606359870,,PayPal
PAY_933,933,214,2024-11-13 15:01:10,paypal,77.51,USD,completed,TXN_7612779709,,Square
PAY_935,935,699,2024-01-31 14:46:10,google_pay,73.8,USD,completed,TXN_1328795369,,Adyen
PAY_936,936,848,2025-02-12 15:32:10,credit_card,30.74,USD,completed,TXN_8179536294,1043,Braintree
PAY_937,937,197,2024-07-12 15:13:10,credit_card,117.49,USD,completed,TXN_1778323797,7438,Stripe
PAY_938,938,1274,2024-01-02 15:00:10,paypal,64.56,USD,completed,TXN_8999384382,,Adyen
PAY_939,939,1362,2024-06-07 15:27:10,credit_card,54.89,USD,completed,TXN_7190006669,1314,Stripe
PAY_940,940,129,2025-03-18 15:31:10,bank_transfer,50.46,USD,completed,TXN_8237183950,,Adyen
PAY_941,941,1111,2023-12-03 14:54:10,credit_card,203.33,USD,completed,TXN_3449315826,4430,Braintree
PAY_942,942,431,2024-08-02 15:10:10,credit_card,70.61,USD,completed,TXN_9135596399,8434,PayPal
PAY_943,943,1213,2025-02-01 15:33:10,google_pay,103.74,USD,completed,TXN_3869235333,,Square
PAY_944,944,131,2025-07-14 14:50:10,apple_pay,45.42,USD,completed,TXN_2784547788,,Stripe
PAY_945,945,957,2023-12-01 15:08:10,apple_pay,111.02,USD,completed,TXN_1468659967,,Braintree
PAY_946,946,615,2025-04-23 15:15:10,bank_transfer,68.2,USD,completed,TXN_7176681689,,Square
PAY_947,947,720,2025-07-18 14:38:10,credit_card,169.84,USD,completed,TXN_2992937164,3050,Square
PAY_948,948,253,2024-04-24 15:22:10,google_pay,95.96,USD,completed,TXN_2369010987,,Stripe
PAY_951,951,1143,2024-07-20 14:59:10,google_pay,58.74,USD,completed,TXN_3126232351,,Adyen
PAY_952,952,862,2025-01-23 15:32:10,bank_transfer,45.49,USD,completed,TXN_2825532863,,Adyen
PAY_953,953,779,2023-11-10 15:01:10,apple_pay,81.22,USD,completed,TXN_8687292254,,PayPal
PAY_954,954,282,2025-07-04 14:54:10,paypal,123.14,USD,completed,TXN_8705091147,,Braintree
PAY_956,956,1194,2024-06-28 14:58:10,google_pay,73.5,USD,completed,TXN_8880755358,,Adyen
PAY_957,957,745,2025-07-19 14:41:10,apple_pay,64.98,USD,completed,TXN_5494392248,,Square
PAY_958,958,1273,2025-03-20 14:46:10,google_pay,134.89,USD,completed,TXN_2319598559,,Stripe
PAY_959,959,1431,2024-05-31 15:16:10,apple_pay,144.38,USD,completed,TXN_2697602640,,Stripe
PAY_960,960,635,2023-11-07 14:45:10,bank_transfer,166.59,USD,completed,TXN_6274050402,,Stripe
PAY_961,961,998,2024-05-23 15:19:10,bank_transfer,161.92,USD,completed,TXN_6163902364,,PayPal
PAY_962,962,710,2025-07-15 15:16:10,google_pay,163.59,USD,completed,TXN_8956201911,,Stripe
