session_id,customer_id,session_date,device_type,browser,source,landing_page,page_views,session_duration_seconds,is_bounce,converted,ip_address
ac01f573-49b8-4883-90a4-0fba39b2760f,1261.0,2025-06-07 14:35:12,mobile,Safari,google,/checkout,10,2814,False,False,136.160.91.196
29a13df0-0d59-4dfd-bf87-88527045a598,282.0,2025-05-28 14:35:12,desktop,Edge,direct,/search,1,279,True,False,21.162.255.22
e0be3e90-4f70-4e88-9d15-889daf112d08,1391.0,2025-01-12 14:35:12,mobile,Chrome,instagram,/search,1,1081,True,False,212.127.104.250
b21159c7-e27f-46d5-ad9c-d724cdec59f2,648.0,2024-11-19 14:35:12,mobile,Chrome,instagram,/categories,1,617,True,False,14.133.130.179
2a32ae56-7570-4fc3-aa6f-97aa985aab33,,2025-02-12 14:35:12,desktop,Safari,direct,/products,6,1573,False,False,190.15.32.226
3714d2c6-c06a-458a-9948-86ce6bde6459,1128.0,2025-08-01 14:35:12,desktop,Chrome,google,/products,18,3257,False,False,144.84.240.149
a05fa58a-7619-41c5-b7a1-2827ee64f7f5,250.0,2025-08-14 14:35:12,mobile,Chrome,google,/,1,1563,True,False,3.61.49.111
fe795f25-b686-4c2c-ac26-cc3b024e1482,674.0,2024-12-03 14:35:12,mobile,Chrome,direct,/cart,6,2502,False,False,181.200.213.103
2e8dc1b4-bc9b-49f6-a37a-c43400d20682,,2025-04-12 14:35:12,desktop,Chrome,direct,/cart,2,1192,False,False,182.81.117.11
b2957839-ed03-4bb9-a620-716986ae0cef,1151.0,2025-02-06 14:35:12,tablet,Chrome,direct,/products,10,3217,False,False,39.141.180.13
a75b91c5-8746-4502-a989-8d1e9cf54634,1243.0,2025-04-08 14:35:12,desktop,Chrome,instagram,/products,4,3562,False,False,76.174.40.139
f7cec66d-39db-4122-9184-f2186408a83e,1193.0,2025-05-25 14:35:12,tablet,Chrome,instagram,/cart,12,458,False,False,123.50.90.157
dced7ee7-68f6-4276-908e-6141302be468,1270.0,2025-06-01 14:35:12,tablet,Chrome,google,/checkout,18,945,False,False,119.38.172.79
58fb3c8a-153e-4736-9cb1-7f6021637c42,,2024-11-23 14:35:12,mobile,Chrome,direct,/search,4,2838,False,False,203.115.27.178
02ff9ecf-af68-4e36-8111-5e6e0ce8a26e,,2025-05-23 14:35:12,mobile,Chrome,direct,/categories,1,3225,True,False,84.53.153.144
7566e77a-8fe7-448b-a00f-e003c2a132a0,931.0,2025-07-15 14:35:12,desktop,Firefox,email,/checkout,1,758,True,False,32.33.111.158
19480723-3249-4f70-89b0-632be2c097f1,207.0,2025-01-22 14:35:12,desktop,Chrome,instagram,/cart,1,1640,True,False,132.50.12.163
d6867b75-304f-4925-89d1-0702944024c1,919.0,2025-09-16 14:35:12,desktop,Chrome,direct,/products,20,1182,False,False,156.67.168.114
15e5a8e0-b72b-44bd-9bf7-ad545592c2f3,739.0,2025-09-25 14:35:12,mobile,Firefox,google,/products,2,921,False,False,150.6.49.7
45feb4bf-1845-4f96-bf6a-8e412f6f4119,62.0,2025-07-31 14:35:12,desktop,Chrome,direct,/search,14,3314,False,False,159.93.4.20
c373a9d2-0a56-460b-be8c-2da0ea72e8f5,1103.0,2025-09-21 14:35:12,desktop,Chrome,direct,/checkout,20,3474,False,False,199.167.56.122
54c134bf-1859-4c3b-af36-e17f47af7f63,21.0,2024-12-28 14:35:12,mobile,Safari,facebook,/categories,10,696,False,False,205.135.105.139
6c4b373e-ceb0-4458-a50b-3f8d286520a5,949.0,2024-11-17 14:35:12,tablet,Chrome,direct,/,17,2972,False,False,155.25.177.217
c58e0896-6241-46d8-a5eb-f90dee606ca3,470.0,2025-03-19 14:35:12,mobile,Safari,google,/checkout,4,980,False,False,231.190.186.141
fdfddc4d-d697-40ba-9f85-509ece2ffcab,,2025-02-26 14:35:12,desktop,Firefox,google,/,17,2630,False,False,16.40.50.93
a5dca4bd-8209-4fad-aad8-2859f899d335,935.0,2024-10-12 14:35:12,desktop,Chrome,direct,/checkout,14,1265,False,False,252.42.232.95
133a0299-1cab-4a28-a181-cd39909abea8,323.0,2024-11-21 14:35:12,mobile,Safari,email,/checkout,1,1933,True,False,64.57.173.192
de6c293b-b2c7-439e-a38d-03890ac3de1c,599.0,2024-11-18 14:35:12,desktop,Chrome,google,/search,1,2848,True,False,173.20.139.134
2f0b0f65-dbf6-4079-a1ce-dff36c798813,,2025-05-13 14:35:12,mobile,Chrome,referral,/checkout,5,3156,False,True,19.185.196.159
dead73bc-42b2-4283-80d5-2a4db861a779,289.0,2024-11-29 14:35:12,desktop,Chrome,direct,/,1,2954,True,False,240.26.197.250
dce5e879-c522-4991-b2e3-c400188d082b,,2025-05-20 14:35:12,desktop,Safari,google,/categories,3,1573,False,False,209.63.46.112
d6b1d49c-2ed6-4acc-8532-bcaca815bf0e,1497.0,2024-10-05 14:35:12,mobile,Chrome,direct,/search,11,2600,False,False,196.40.226.142
85df3102-60e6-410a-b200-ed75f7bf8e7d,230.0,2025-03-27 14:35:12,mobile,Safari,facebook,/categories,1,1348,True,False,225.203.210.83
a8520a9b-a861-4c45-9397-44c82e0935fd,468.0,2025-03-20 14:35:12,mobile,Chrome,facebook,/checkout,8,1752,False,False,185.49.29.116
5d2eb209-3145-4d7a-938e-1a0669056e49,,2025-09-14 14:35:12,mobile,Chrome,google,/,1,3369,True,False,130.234.132.46
d2e133ba-ed80-4bbc-b704-e316f5e224ac,,2025-01-11 14:35:12,desktop,Chrome,facebook,/cart,1,197,True,False,137.234.215.151
582c2328-6182-46ec-bea3-3d9689f61e31,,2025-08-12 14:35:12,tablet,Chrome,direct,/products,1,377,True,False,110.62.208.226
a65e65a9-0dc0-478f-889c-1e33d99264c5,,2025-08-29 14:35:12,tablet,Safari,google,/checkout,4,112,False,False,131.13.81.53
0ba27bd8-35a2-4550-b381-944e2dbfa6cc,159.0,2025-01-02 14:35:12,desktop,Edge,direct,/products,1,3171,True,False,105.188.46.102
d16f8a91-f334-4429-afe0-f631214ca721,1069.0,2024-11-21 14:35:12,desktop,Safari,facebook,/products,1,2850,True,False,30.17.115.55
e5a01767-6b46-42db-9495-d787965bac96,,2025-09-21 14:35:12,desktop,Chrome,direct,/checkout,1,107,True,False,29.229.222.106
8daef214-b083-4723-8dad-bcfbaa0640bc,388.0,2024-10-16 14:35:12,desktop,Chrome,email,/cart,15,2414,False,False,251.193.10.59
f5b19d4b-562c-4c94-b91a-d2662c0d9f59,1391.0,2025-04-26 14:35:12,desktop,Chrome,direct,/categories,14,696,False,False,82.193.65.177
b91ac23d-ef52-46a6-873c-4759fd63a534,592.0,2025-04-27 14:35:12,mobile,Chrome,direct,/cart,1,2400,True,False,254.11.53.129
2f9785fa-368a-4c79-a2c0-4e4229934418,1489.0,2025-09-16 14:35:12,desktop,Edge,direct,/search,4,2453,False,False,86.28.189.22
c48abd8d-d013-4031-b53b-0a5af2cd0ceb,971.0,2025-08-30 14:35:12,mobile,Chrome,direct,/cart,1,468,True,True,51.130.251.148
d5a09b30-82b5-4b91-b55b-3e896ac1a47e,1025.0,2025-03-20 14:35:12,mobile,Firefox,direct,/search,9,1167,False,False,82.42.239.231
597ed7b6-2892-4624-8e55-259f73f8e7e2,561.0,2025-09-08 14:35:12,tablet,Chrome,direct,/categories,4,1200,False,False,166.124.120.56
66b54662-7879-474c-b2c3-d70a15b2342f,968.0,2025-06-11 14:35:12,mobile,Firefox,email,/checkout,14,2217,False,False,131.167.164.40
724bd552-e597-4e26-8b82-4acbded35db4,426.0,2024-10-28 14:35:12,mobile,Chrome,instagram,/search,1,2976,True,False,27.4.100.103
91997160-e3a1-42f7-b284-a5e77cef9d2b,,2025-07-12 14:35:12,mobile,Chrome,referral,/categories,1,2222,True,False,216.111.108.217
4413e739-c810-4c00-83a9-3071cb86b9e7,1114.0,2025-03-31 14:35:12,mobile,Firefox,facebook,/checkout,1,2731,True,False,174.235.167.250
9afb3f8d-df84-463b-a0cf-6bc54654a79c,1203.0,2025-01-19 14:35:12,desktop,Safari,google,/checkout,11,2645,False,False,235.41.1.29
ee98e35f-309c-4f16-af00-7addbfe890ed,,2024-11-16 14:35:12,mobile,Chrome,direct,/,19,2448,False,False,171.103.77.72
fb15d478-d973-49c2-9d72-47a2ab569ff0,536.0,2024-11-01 14:35:12,desktop,Chrome,referral,/cart,8,2748,False,False,130.24.6.134
17c1370f-38f6-4c4c-afa5-ef44c521701e,836.0,2024-10-20 14:35:12,mobile,Chrome,direct,/search,1,2956,True,False,44.3.227.87
12769083-36e2-435c-9f2c-3b228eaedf56,849.0,2024-11-26 14:35:12,tablet,Chrome,instagram,/cart,1,250,True,True,194.232.134.90
7f8f4c7b-802a-4567-8889-375ba802b573,564.0,2025-04-20 14:35:12,desktop,Chrome,google,/categories,14,880,False,False,113.21.158.3
fa5e6ce7-6d2c-444a-9f8b-efc3b25a8dfa,202.0,2025-06-28 14:35:12,mobile,Chrome,instagram,/,12,1200,False,False,162.136.170.101
2a7e848e-0118-4fb9-a90d-466c9ca86c6f,1406.0,2025-01-22 14:35:12,desktop,Chrome,direct,/cart,10,853,False,False,93.112.122.2
4f7841a8-d916-4312-82c3-4a3db2414139,67.0,2025-05-30 14:35:12,tablet,Chrome,direct,/categories,20,2442,False,False,148.79.250.33
18712ac8-5775-407e-a7c5-89ab01117bf9,,2025-04-27 14:35:12,desktop,Chrome,instagram,/products,20,1873,False,False,106.184.159.82
fde64ca4-1ff3-4c12-b7b9-e044a159348f,350.0,2025-07-21 14:35:12,mobile,Chrome,instagram,/cart,1,1019,True,False,218.45.128.40
8d8560fb-9682-41e2-808a-20f698e5ae87,1215.0,2025-05-11 14:35:12,desktop,Chrome,direct,/checkout,15,1192,False,False,167.248.188.85
43971eae-db81-499f-b598-c65d9a42872d,755.0,2024-12-29 14:35:12,desktop,Chrome,instagram,/categories,1,1468,True,False,7.83.254.124
532959b8-c079-4dde-9ff0-dd57043d6022,,2025-01-17 14:35:12,desktop,Safari,referral,/checkout,1,3357,True,False,145.45.247.22
eaa640d2-c45e-45c9-8e95-4725404eee67,,2025-01-13 14:35:12,mobile,Chrome,google,/search,1,2123,True,False,163.222.226.91
1c073d5a-7460-436b-8da7-34ef18b36806,1016.0,2025-03-01 14:35:12,mobile,Safari,direct,/,20,713,False,True,12.33.137.163
d818d47d-570a-4530-9809-73fa2574d072,898.0,2024-10-17 14:35:12,desktop,Safari,email,/cart,1,81,True,False,34.67.40.138
4cda5170-faf6-4c6b-9b85-e998aea56811,766.0,2025-04-01 14:35:12,mobile,Safari,direct,/checkout,1,2108,True,False,240.247.5.182
b17b6d40-2b7c-476d-8626-12a7ccf608e6,,2024-12-11 14:35:12,mobile,Chrome,google,/categories,2,2718,False,False,89.11.146.220
268bc9d1-6f61-42ac-96d2-a49b414ec5b6,821.0,2024-12-27 14:35:12,desktop,Chrome,direct,/,4,1150,False,False,235.90.29.245
4c252806-49dd-4f1e-8e3c-a76d1547a000,,2025-02-25 14:35:12,desktop,Chrome,direct,/products,15,441,False,False,12.240.14.29
824ecb74-dcf3-43cf-bb1a-93aa49620335,393.0,2025-01-05 14:35:12,desktop,Chrome,direct,/categories,18,1452,False,False,237.204.28.57
f402e399-8070-4106-ae88-d0b9b4a18f1c,882.0,2025-09-26 14:35:12,mobile,Chrome,instagram,/search,6,1039,False,False,110.194.142.44
af9c88c1-ce95-444e-87bd-6e8b41934112,,2025-06-13 14:35:12,desktop,Safari,google,/,1,1260,True,False,240.133.183.133
7ad66f12-b5e5-4b70-95bb-38d63457f6c7,,2025-01-09 14:35:12,mobile,Safari,direct,/search,1,2244,True,False,243.215.52.91
8a32957c-9b6e-4607-8735-1bd8e7eaee39,,2025-06-22 14:35:12,desktop,Chrome,instagram,/products,8,2383,False,False,115.237.219.108
036b44d1-c727-444e-8fd2-f87a3b81eade,,2024-11-21 14:35:12,mobile,Chrome,direct,/,1,2232,True,False,18.139.60.76
a846e494-a00e-4c98-91f5-428aadce04ee,1154.0,2025-08-26 14:35:12,mobile,Safari,instagram,/products,4,2612,False,False,183.85.159.78
3f6a1ef2-3598-41ac-a9be-c93e3daae8f3,164.0,2025-01-05 14:35:12,mobile,Firefox,facebook,/cart,9,3274,False,False,224.58.16.122
d9dd6bc3-cb60-4cb6-bb50-5e5b12bcaf4d,,2025-01-15 14:35:12,mobile,Chrome,referral,/categories,1,2376,True,False,160.239.40.12
4aa6f4ed-798b-44b8-b619-205b4247dea4,,2025-07-11 14:35:12,mobile,Chrome,facebook,/search,12,3529,False,False,153.123.35.213
d11719af-1064-48a2-a777-1ec804f6dad4,819.0,2024-10-05 14:35:12,mobile,Safari,google,/cart,1,2955,True,False,140.229.236.18
78e92141-e7d7-443b-957b-a7566ede1345,,2025-08-14 14:35:12,tablet,Safari,direct,/checkout,7,2918,False,False,9.197.231.199
6173fdb3-8ba3-4019-9efa-a737d4226b29,,2025-06-15 14:35:12,mobile,Firefox,direct,/checkout,9,1002,False,False,159.218.184.224
88b6b57a-8151-48c4-97d8-fd4847824e87,1206.0,2025-02-26 14:35:12,mobile,Chrome,email,/categories,10,3087,False,True,26.222.91.213
1a5ec5c2-f4c0-4348-bc0b-349b3c155532,367.0,2025-05-10 14:35:12,desktop,Safari,direct,/cart,5,3283,False,False,45.90.171.36
f90da918-7948-4d46-a3ba-06e3ddfaeb19,1008.0,2025-09-03 14:35:12,desktop,Chrome,email,/categories,7,2545,False,False,128.129.137.171
fc267c74-59cc-46c8-8f8d-35620674efad,818.0,2024-10-14 14:35:12,desktop,Safari,referral,/cart,14,253,False,False,223.70.160.141
5dc0cdbe-b458-497d-9a03-8b91b0403a62,,2025-04-11 14:35:12,tablet,Firefox,facebook,/categories,17,1909,False,False,157.204.16.56
ccbba74d-e85d-4977-85a3-532e7aea43cc,1305.0,2024-12-05 14:35:12,mobile,Firefox,google,/cart,7,3351,False,False,125.134.124.117
160191d7-fc43-4dd5-9f05-d64459ddb801,,2025-03-26 14:35:12,mobile,Edge,google,/categories,13,2847,False,False,85.188.132.49
d01f603d-dab8-4515-83f0-0a40eb024d3f,400.0,2024-10-16 14:35:12,mobile,Firefox,email,/products,2,792,False,False,197.160.78.75
70e4251e-5a25-4508-b167-7b7f41be6845,461.0,2024-10-31 14:35:12,mobile,Chrome,direct,/search,5,1336,False,False,45.1.74.204
8e801e6d-3788-4d60-8109-7d749c2d7e8f,,2025-09-15 14:35:12,mobile,Edge,google,/cart,15,1941,False,False,60.168.225.85
ff85beb6-7b7e-4491-ae1d-bf3d5367e2e2,770.0,2025-08-29 14:35:12,desktop,Safari,instagram,/,1,93,True,False,38.102.177.109
88f313ef-3b60-48fb-9c5c-dcdcdf7b29d5,,2025-03-23 14:35:12,desktop,Firefox,instagram,/checkout,13,1474,False,True,59.123.120.116
91d4d522-fd48-46c0-a870-5a77b468852e,793.0,2025-09-22 14:35:12,desktop,Chrome,email,/products,10,2117,False,False,192.226.160.145
4f1ce328-ebd0-462b-9865-eccaaa663cd6,,2024-10-08 14:35:12,mobile,Chrome,email,/cart,15,2049,False,False,119.215.181.55
f2dcfbda-36d6-4667-9391-bfaf16f6873c,967.0,2025-08-17 14:35:12,mobile,Chrome,instagram,/cart,5,2625,False,False,18.195.143.184
25663efe-bb25-4796-90ec-806c6c145eb0,,2025-03-28 14:35:12,desktop,Firefox,facebook,/categories,19,3403,False,False,42.84.11.249
d6a8596e-173d-4a05-98b1-38476d965edb,1053.0,2025-04-05 14:35:12,mobile,Chrome,direct,/categories,6,1224,False,False,24.170.14.138
78b480dc-afbc-49c4-a7ba-1c4d44bf6e25,597.0,2025-05-22 14:35:12,desktop,Chrome,google,/products,1,1443,True,False,4.18.18.199
8f7dd967-5b68-48fe-83d7-2e78984f6505,1212.0,2025-06-19 14:35:12,mobile,Chrome,email,/,19,1026,False,False,212.27.42.108
31fd0c2e-1cbb-44ff-b0de-febf843b7a3f,,2024-11-16 14:35:12,desktop,Chrome,direct,/categories,3,3529,False,False,106.50.236.146
461c958a-86d2-400e-bbd5-1c7a8b38c71c,,2025-08-13 14:35:12,desktop,Safari,direct,/categories,1,2260,True,False,68.249.127.126
a0b8e86e-5b08-458c-bc90-134a0eeff86f,466.0,2025-04-03 14:35:12,mobile,Firefox,facebook,/,18,147,False,False,36.104.66.87
77e3e6e6-87b4-4090-9f07-ada08cf29610,608.0,2025-02-01 14:35:12,mobile,Safari,referral,/products,1,3299,True,False,59.114.158.88
7d96bd62-c5c1-434d-94e1-f35113f951a4,182.0,2024-11-18 14:35:12,mobile,Safari,email,/search,1,2572,True,False,254.237.89.84
1b835f7b-81e0-4633-a1e7-741da0a20aeb,,2025-02-27 14:35:12,mobile,Chrome,email,/cart,5,123,False,False,173.236.4.154
c1dd6211-e3a6-4610-bfc4-bd9e79feab6a,1487.0,2025-07-14 14:35:12,mobile,Firefox,facebook,/checkout,1,3399,True,False,106.147.84.109
30af6a8e-0dee-4ea0-b62f-403038445a08,,2024-12-20 14:35:12,mobile,Opera,direct,/products,1,2285,True,False,2.161.68.155
3e1f14da-dcc8-4a5d-a918-19fae4b22560,1419.0,2025-04-12 14:35:12,mobile,Chrome,facebook,/products,1,2781,True,False,17.171.35.120
83c299cf-270b-4a3e-b8e4-2c0527cb6385,396.0,2024-11-01 14:35:12,mobile,Chrome,email,/products,8,2501,False,False,133.136.162.126
e2cf7cdb-5d82-4f65-9392-b25a8f3a3a52,280.0,2024-12-31 14:35:12,mobile,Chrome,google,/checkout,11,916,False,False,163.210.49.159
773e57f5-3454-4465-b17b-c38f219a972c,,2025-09-28 14:35:12,desktop,Chrome,referral,/,9,1031,False,True,109.128.188.3
2babfb11-5e9a-4e31-b9b3-bac74502a214,,2025-01-28 14:35:12,mobile,Chrome,google,/cart,12,1550,False,False,63.137.151.104
14f1daa5-e848-48c7-9774-3e5813934fb9,,2025-03-13 14:35:12,mobile,Chrome,referral,/products,1,1959,True,False,154.192.83.172
a8ebc013-dfe2-4e47-be3b-912679c33a73,,2025-08-12 14:35:12,desktop,Safari,direct,/cart,18,1262,False,False,236.251.247.191
a8476a7c-7ee5-47f4-8e70-8f3b092eeb88,1333.0,2025-06-20 14:35:12,mobile,Chrome,facebook,/categories,1,2374,True,False,127.58.50.151
4ee7e353-1c75-41b9-b597-2f6e9ed7e3c7,,2025-07-12 14:35:12,mobile,Chrome,direct,/,10,1171,False,False,26.207.54.147
b3f2eab1-b822-4299-a2a7-f08e41ca1437,117.0,2025-01-02 14:35:12,mobile,Safari,google,/cart,1,1835,True,False,203.22.191.81
941b784b-0cbc-4391-9a68-9bf1a086e384,216.0,2025-07-26 14:35:12,mobile,Chrome,referral,/,7,2537,False,False,29.6.133.204
bf502d22-5ab8-4c34-8fa5-3a93802afb05,170.0,2025-06-15 14:35:12,mobile,Chrome,email,/cart,13,2228,False,False,17.15.197.16
4d397fdb-2976-4219-95b6-bd87355c8cd9,548.0,2025-03-06 14:35:12,desktop,Chrome,instagram,/search,1,2342,True,False,205.205.147.204
57ea5403-656c-4415-aabb-bcf61e8d79b9,,2025-09-22 14:35:12,mobile,Chrome,facebook,/,10,49,False,False,224.201.216.206
ae2ef482-9fe8-4b29-a337-8c3794889972,732.0,2024-10-20 14:35:12,desktop,Chrome,google,/products,8,76,False,False,115.252.134.214
eb8816d4-37e3-47c6-9fbc-ada7f151701c,,2024-11-09 14:35:12,desktop,Edge,facebook,/cart,17,3296,False,False,150.173.149.93
163b551d-18c5-4fc9-88c4-c37158fe6e5d,,2025-05-28 14:35:12,mobile,Firefox,google,/checkout,8,2172,False,False,221.145.120.2
517f8dd0-28e1-48ee-9865-db5821e486a2,,2025-04-20 14:35:12,mobile,Safari,direct,/,1,2825,True,False,173.240.230.66
5da35970-9ff4-447d-8c7b-1d5b1dc057c7,551.0,2025-06-06 14:35:12,mobile,Firefox,google,/categories,1,206,True,False,72.43.74.45
0530a7e3-afaf-419f-82f7-50350425b8b1,1099.0,2024-10-01 14:35:12,desktop,Opera,direct,/products,4,2485,False,False,18.139.200.238
cf7507cf-a54a-45a8-8104-dbc6162e0e77,814.0,2025-02-20 14:35:12,mobile,Firefox,direct,/cart,13,1425,False,False,166.75.95.62
b7abae34-7028-4b78-8d31-c5f78e2b8148,1022.0,2025-01-13 14:35:12,desktop,Chrome,email,/,1,967,True,False,125.190.149.12
94a37525-aa0e-4476-b40a-c28cab63b812,917.0,2025-01-29 14:35:12,mobile,Safari,email,/checkout,1,765,True,False,63.46.56.124
714703f0-b64f-419d-8b4d-18817788f35f,529.0,2024-12-09 14:35:12,mobile,Safari,direct,/checkout,14,1390,False,False,242.142.156.190
aa4f426e-3ab6-48d6-a54b-7fff66e0a88f,1044.0,2025-01-26 14:35:12,desktop,Firefox,google,/,15,1856,False,False,14.107.59.191
9040836c-08a1-4709-8d45-375a570f4875,,2025-08-07 14:35:12,desktop,Safari,referral,/search,6,3587,False,False,193.7.194.51
d1ba1f5f-4228-414f-a66e-b98fd32237f1,,2025-08-30 14:35:12,mobile,Chrome,instagram,/,6,3197,False,False,165.50.196.27
6a6faed7-8787-4d20-b856-7341b2ef1a9d,348.0,2024-11-05 14:35:12,mobile,Chrome,instagram,/,11,1162,False,False,136.3.41.14
ea0c918c-730c-4679-9cb3-5787d03979a2,8.0,2024-11-27 14:35:12,mobile,Chrome,google,/checkout,15,722,False,False,146.74.7.4
c996797f-639a-4ee7-9a3d-b86cd766ca5b,636.0,2025-04-22 14:35:12,mobile,Chrome,direct,/categories,1,1236,True,False,167.49.102.90
ff036050-992b-42b2-8031-cee54bc21db2,217.0,2025-06-03 14:35:12,desktop,Chrome,google,/cart,1,2490,True,False,6.204.25.132
0a3d6064-6d7f-4030-a75d-8227a295870e,,2024-11-03 14:35:12,desktop,Chrome,referral,/,1,1458,True,False,244.225.14.103
6f354230-5f74-420d-b11a-cf3bd559b7e7,148.0,2024-11-20 14:35:12,desktop,Chrome,direct,/products,12,1250,False,False,203.232.79.65
a1439b97-7999-4b6a-960c-70502fb7a08d,1293.0,2024-12-26 14:35:12,tablet,Chrome,facebook,/search,1,88,True,False,45.220.115.58
9ef8f649-40ee-4e91-8f92-757267442677,,2025-07-11 14:35:12,mobile,Chrome,direct,/checkout,18,593,False,False,124.202.104.26
26c2a325-ef1e-4a3d-936e-f500615658c0,747.0,2025-03-05 14:35:12,mobile,Chrome,facebook,/checkout,10,3201,False,False,191.143.58.30
667a92db-860a-4fdc-ab0c-dc7f53b5f786,865.0,2025-07-22 14:35:12,desktop,Edge,instagram,/,10,729,False,False,28.30.226.59
6f555274-838c-49a1-afed-b505ca669487,32.0,2025-06-06 14:35:12,desktop,Chrome,instagram,/checkout,5,1834,False,True,31.37.158.195
b23088d1-ad17-4e29-a77b-50988210d83d,,2025-02-01 14:35:12,mobile,Firefox,google,/categories,1,2127,True,False,115.91.49.131
a2c9953d-8576-4312-97f8-a97c30801123,,2025-07-15 14:35:12,desktop,Safari,google,/categories,1,1988,True,False,225.117.10.171
2a866fc4-88ca-40d9-a3b9-a8f9891c3a60,,2025-09-09 14:35:12,desktop,Edge,google,/search,10,3572,False,False,231.126.159.43
0f8a5838-9e15-4d3b-802a-347993e3ed3d,,2024-11-20 14:35:12,desktop,Chrome,google,/,9,2002,False,False,247.248.176.50
9489f784-0dfc-402e-a778-6b93467e6819,,2024-12-19 14:35:12,mobile,Edge,google,/,1,2052,True,False,14.233.53.152
1da409c2-69d2-44de-a963-abfb53ce597a,,2025-03-14 14:35:12,mobile,Safari,google,/products,14,1589,False,False,27.187.181.229
c98fe315-89bc-48f5-b498-cc34b23fe75c,,2025-02-12 14:35:12,desktop,Chrome,direct,/checkout,1,670,True,False,96.6.241.48
5930aa24-d0f7-4185-87fb-b2a17203fb93,,2024-10-21 14:35:12,mobile,Chrome,google,/,18,3413,False,False,50.63.180.1
e85c381e-dfb0-4e2c-b28e-64e03a4f7d06,1214.0,2024-11-23 14:35:12,mobile,Chrome,google,/products,11,1236,False,False,229.223.125.23
9937e773-b7b0-4f54-8016-86006ed3e068,,2025-07-21 14:35:12,tablet,Chrome,facebook,/checkout,1,1854,True,False,18.142.180.105
9eb44c30-d6ee-46be-a1ab-a6bb40ea67b9,1247.0,2025-05-16 14:35:12,desktop,Safari,google,/search,4,1411,False,False,77.128.143.61
9cc8f6eb-e396-4969-8700-6b67b61d0fa2,352.0,2025-02-10 14:35:12,desktop,Chrome,facebook,/products,1,2291,True,False,78.131.239.198
6d99e969-54a2-4c93-94b1-f5a13d829b35,1005.0,2025-08-07 14:35:12,mobile,Safari,email,/search,1,30,True,False,248.12.86.5
522bfa49-7cc0-483d-bd9d-09e0cf194d10,12.0,2025-04-17 14:35:12,desktop,Chrome,google,/products,5,3081,False,False,222.93.63.203
8952c121-bdf8-449e-be40-e20f49a423c7,1365.0,2025-08-30 14:35:12,desktop,Firefox,facebook,/,3,132,False,False,228.221.219.249
579c1833-56dd-4c4d-91af-7c5934ebd12e,344.0,2025-07-11 14:35:12,mobile,Firefox,google,/cart,1,1614,True,True,102.143.8.20
b5f9e853-f8b5-46aa-bd10-69040a9fe52c,1367.0,2024-10-31 14:35:12,desktop,Chrome,direct,/categories,19,440,False,False,94.198.79.182
e63260c7-6162-4538-be2c-29f693a5216e,,2025-05-19 14:35:12,desktop,Edge,referral,/,1,589,True,False,57.19.155.129
f1bbba13-c044-4c1d-a902-de61ee8279df,299.0,2025-03-06 14:35:12,mobile,Chrome,google,/products,7,3468,False,False,165.69.168.208
00c26747-4160-46ff-98b2-46eefbf90adf,417.0,2024-10-22 14:35:12,tablet,Chrome,direct,/checkout,1,436,True,False,173.65.227.176
4b16b5d1-13fd-44e6-98cb-b4e62e6f91af,936.0,2025-01-01 14:35:12,mobile,Chrome,direct,/cart,13,3455,False,False,168.71.107.71
65d4164f-d92a-41ab-9e17-ed5dd72719d7,,2024-11-20 14:35:12,tablet,Chrome,direct,/checkout,1,2032,True,False,1.201.249.135
15aa5f49-7d4c-4a26-b7a2-ead2f6636d25,1457.0,2025-05-02 14:35:12,mobile,Edge,direct,/cart,1,2395,True,False,245.102.77.158
e00f70d0-a8d6-47c8-9e54-aa1756c98566,339.0,2024-12-30 14:35:12,desktop,Chrome,direct,/,1,624,True,False,146.140.254.156
b1d005df-b500-4b5e-9dc6-576afe4c5bcd,,2025-07-20 14:35:12,desktop,Safari,email,/search,5,3346,False,False,59.87.24.44
1e41a4a0-3622-48e0-9ab9-828b0bb95c28,986.0,2024-10-31 14:35:12,mobile,Chrome,direct,/products,15,1977,False,False,89.233.173.140
e0f511eb-a83e-4ed4-8f06-c8b2cc7ab4cc,408.0,2025-08-25 14:35:12,mobile,Chrome,direct,/checkout,10,376,False,False,125.241.63.105
efb6117e-afd8-4677-b8bb-d2c35ec502dc,664.0,2025-08-19 14:35:12,mobile,Edge,direct,/search,17,1062,False,False,193.113.231.72
6c303225-0283-412d-a317-df4baefb0de0,60.0,2025-04-12 14:35:12,mobile,Chrome,google,/,7,3022,False,False,250.42.166.40
01a8644b-d0c6-474f-90f1-ab9e67dc3e7e,287.0,2025-09-12 14:35:12,mobile,Chrome,direct,/,1,3508,True,True,119.99.72.255
018bb5f0-6487-4537-a7c3-3ad3095237e5,605.0,2025-05-13 14:35:12,tablet,Chrome,facebook,/checkout,2,549,False,False,73.236.130.44
be0a7c0a-7651-4985-a985-4770a6f504cb,655.0,2025-01-24 14:35:12,desktop,Safari,direct,/search,9,1410,False,False,211.128.172.0
ac9747f2-9a26-4ab0-b2b8-56775ef0e442,,2025-06-11 14:35:12,mobile,Chrome,facebook,/cart,1,1943,True,False,90.218.10.92
703f7bbc-5af2-47b9-a00a-f2e39a7890d6,449.0,2025-05-16 14:35:12,desktop,Chrome,direct,/products,1,3569,True,False,132.190.123.210
