order_id,customer_id,order_date,status,subtotal,tax_amount,shipping_cost,discount_amount,total_amount,currency,payment_method,shipping_address_id,billing_address_id,coupon_code
556,819,2024-01-05 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,294,702,
557,460,2025-08-08 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,1161,279,
558,1118,2023-11-19 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,464,1951,
559,40,2023-12-12 14:35:10,shipped,2.91,0.22,17.23,0.0,20.36,USD,google_pay,1007,1013,
560,772,2024-01-15 14:35:10,shipped,165.89,11.72,0.0,0.0,177.61,USD,apple_pay,432,943,
561,137,2024-02-07 14:35:10,completed,36.56,3.43,10.56,0.0,50.55,USD,credit_card,262,1194,
562,902,2025-04-29 14:35:10,completed,64.82,7.27,0.0,8.5,63.59,USD,credit_card,219,61,COUPON586
563,1289,2024-10-27 14:35:10,completed,41.36,4.89,6.97,0.0,53.22,USD,bank_transfer,1458,1499,
564,741,2025-06-14 14:35:10,completed,34.97,2.19,21.4,0.0,58.56,USD,google_pay,992,1609,
565,1104,2025-01-16 14:35:10,completed,65.02,6.92,0.0,9.99,61.95,USD,google_pay,624,425,COUPON698
566,102,2025-06-13 14:35:10,completed,7.81,0.58,21.95,0.0,30.34,USD,paypal,983,1266,
567,1285,2025-04-08 14:35:10,completed,236.08,14.87,0.0,0.0,250.95,USD,credit_card,1057,14,
568,1235,2024-01-05 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,google_pay,429,915,
569,1363,2025-07-21 14:35:10,completed,134.17,10.93,0.0,0.0,145.1,USD,bank_transfer,1464,1226,
570,1383,2024-03-20 14:35:10,completed,3.58,0.25,16.25,0.0,20.08,USD,paypal,1114,253,
571,1318,2025-06-22 14:35:10,completed,46.35,3.13,6.66,7.81,48.33,USD,bank_transfer,632,64,COUPON550
572,257,2024-05-17 14:35:10,shipped,9.02,0.6,8.9,0.0,18.52,USD,google_pay,1063,267,
573,807,2025-03-03 14:35:10,shipped,112.75,6.62,0.0,0.0,119.37,USD,google_pay,1662,367,
574,1067,2024-02-28 14:35:10,completed,50.16,2.71,0.0,0.0,52.87,USD,google_pay,575,1008,
575,427,2024-05-24 14:35:10,completed,113.16,8.36,0.0,0.0,121.52,USD,bank_transfer,449,952,
576,1039,2025-07-19 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,1578,604,
577,1342,2025-06-18 14:35:10,completed,272.02,17.72,0.0,41.99,247.75,USD,apple_pay,842,853,COUPON797
578,1342,2024-05-11 14:35:10,completed,47.05,2.65,14.33,0.0,64.03,USD,apple_pay,1428,192,
579,688,2025-06-14 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,google_pay,681,691,
580,1287,2025-02-15 14:35:10,completed,52.2,3.03,0.0,7.15,48.08,USD,paypal,999,1010,COUPON737
581,781,2025-07-11 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,credit_card,1586,1942,
582,1221,2025-02-20 14:35:10,completed,136.32,10.77,0.0,0.0,147.09,USD,google_pay,281,1801,
583,347,2025-08-07 14:35:10,shipped,59.1,5.1,0.0,1.7,62.5,USD,credit_card,802,374,COUPON948
584,1163,2024-12-26 14:35:10,completed,159.91,12.83,0.0,15.29,157.45,USD,paypal,738,1801,COUPON908
585,969,2024-11-04 14:35:10,completed,83.91,4.98,0.0,0.0,88.89,USD,credit_card,687,1468,
586,1311,2025-02-16 14:35:10,completed,137.92,14.76,0.0,0.0,152.68,USD,credit_card,1273,708,
587,46,2024-05-28 14:35:10,completed,147.2,16.09,0.0,0.0,163.29,USD,bank_transfer,23,1885,
588,56,2024-03-27 14:35:10,completed,127.75,15.04,0.0,0.0,142.79,USD,bank_transfer,569,660,
589,1499,2024-07-10 14:35:10,completed,164.93,16.84,0.0,0.0,181.77,USD,credit_card,1689,1494,
590,401,2024-06-28 14:35:10,completed,63.79,7.47,0.0,0.0,71.26,USD,credit_card,1995,1830,
591,757,2024-09-15 14:35:10,shipped,148.95,15.76,0.0,16.8,147.91,USD,paypal,100,240,COUPON846
592,1399,2024-08-21 14:35:10,completed,221.75,20.35,0.0,41.01,201.09,USD,credit_card,147,459,COUPON363
593,772,2023-12-26 14:35:10,completed,135.68,12.77,0.0,1.96,146.49,USD,bank_transfer,1605,1609,COUPON378
594,622,2024-07-12 14:35:10,completed,104.52,5.58,0.0,6.14,103.96,USD,credit_card,600,1461,COUPON522
595,509,2025-01-11 14:35:10,shipped,53.35,4.64,0.0,7.81,50.18,USD,google_pay,1659,903,COUPON459
596,128,2025-04-07 14:35:10,completed,10.23,0.91,15.13,0.0,26.27,USD,apple_pay,871,276,
597,29,2024-11-09 14:35:10,completed,20.53,1.79,17.42,0.0,39.74,USD,credit_card,183,1039,
598,396,2025-06-06 14:35:10,completed,339.29,26.09,0.0,44.64,320.74,USD,credit_card,1141,1383,COUPON220
599,1272,2024-09-17 14:35:10,completed,126.88,7.31,0.0,0.0,134.19,USD,apple_pay,1778,1717,
600,311,2025-07-18 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,146,1295,
601,511,2024-07-12 14:35:10,completed,95.71,10.53,0.0,0.0,106.24,USD,apple_pay,1799,387,
602,1412,2025-06-17 14:35:10,completed,159.05,16.6,0.0,7.87,167.78,USD,google_pay,940,824,COUPON583
603,418,2025-07-31 14:35:10,completed,62.55,4.94,0.0,3.66,63.83,USD,apple_pay,1216,859,COUPON389
604,936,2024-09-19 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,google_pay,1244,1849,
605,1357,2025-03-28 14:35:10,completed,62.72,5.52,0.0,11.22,57.02,USD,credit_card,1776,181,COUPON976
606,546,2025-01-24 14:35:10,shipped,136.89,13.99,0.0,0.0,150.88,USD,apple_pay,1912,1459,
607,239,2024-01-28 14:35:10,shipped,37.91,3.88,8.12,0.0,49.91,USD,bank_transfer,1875,1709,
608,791,2024-11-26 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,google_pay,627,41,
609,1187,2025-09-23 14:35:10,completed,62.93,6.5,0.0,0.0,69.43,USD,apple_pay,481,1807,
610,534,2024-02-13 14:35:10,completed,187.86,20.48,0.0,0.0,208.34,USD,google_pay,38,1319,
611,815,2024-05-28 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,814,1365,
612,808,2023-12-15 14:35:10,completed,94.9,10.42,0.0,0.0,105.32,USD,paypal,928,1088,
613,873,2025-08-13 14:35:10,completed,57.0,3.29,0.0,6.13,54.16,USD,credit_card,868,260,COUPON967
614,226,2024-03-26 14:35:10,completed,62.43,5.12,0.0,0.0,67.55,USD,apple_pay,1544,118,
615,1433,2023-10-21 14:35:10,completed,122.89,13.84,0.0,20.61,116.12,USD,paypal,702,1182,COUPON773
616,430,2023-12-04 14:35:10,completed,30.47,2.76,21.14,0.0,54.37,USD,google_pay,1626,728,
617,206,2024-07-25 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,653,1178,
618,248,2025-06-01 14:35:10,completed,74.42,7.54,0.0,13.26,68.7,USD,google_pay,1336,1375,COUPON944
619,462,2024-07-30 14:35:10,completed,147.26,15.46,0.0,0.0,162.72,USD,apple_pay,1878,1690,
620,1446,2025-06-07 14:35:10,completed,70.92,7.75,0.0,0.0,78.67,USD,credit_card,277,1986,
621,1070,2024-09-20 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,credit_card,1428,176,
622,862,2024-09-25 14:35:10,completed,58.32,3.06,0.0,0.0,61.38,USD,google_pay,1418,1276,
623,1099,2024-03-26 14:35:10,completed,77.14,6.51,0.0,0.0,83.65,USD,bank_transfer,1913,1529,
624,46,2024-03-15 14:35:10,completed,67.59,6.55,0.0,0.0,74.14,USD,apple_pay,432,496,
625,1455,2024-10-17 14:35:10,completed,156.94,18.05,0.0,0.0,174.99,USD,google_pay,1281,1448,
626,15,2023-10-17 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,797,1172,
627,117,2024-10-29 14:35:10,completed,289.88,27.58,0.0,0.0,317.46,USD,apple_pay,47,481,
628,592,2024-08-05 14:35:10,shipped,231.81,24.38,0.0,21.54,234.65,USD,bank_transfer,542,1108,COUPON276
629,1291,2023-12-12 14:35:10,shipped,126.4,15.06,0.0,9.11,132.35,USD,credit_card,1968,988,COUPON717
630,1345,2024-08-17 14:35:10,shipped,85.45,7.24,0.0,0.0,92.69,USD,google_pay,525,286,
631,442,2024-12-18 14:35:10,completed,83.01,9.93,0.0,0.0,92.94,USD,apple_pay,396,1936,
632,287,2023-11-02 14:35:10,completed,67.08,6.58,0.0,0.0,73.66,USD,bank_transfer,1244,361,
633,948,2024-10-11 14:35:10,completed,76.9,6.14,0.0,0.0,83.04,USD,credit_card,984,1280,
634,1201,2024-04-25 14:35:10,completed,19.03,0.98,1.58,3.23,18.36,USD,bank_transfer,1690,1510,COUPON693
635,721,2025-09-10 14:35:10,completed,50.05,4.02,0.0,0.0,54.07,USD,paypal,1553,1598,
636,1184,2024-12-17 14:35:10,completed,161.63,15.31,0.0,0.0,176.94,USD,google_pay,242,242,
637,996,2023-12-08 14:35:10,completed,118.33,13.38,0.0,1.61,130.1,USD,credit_card,1111,319,COUPON666
638,685,2024-06-12 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,credit_card,539,891,
639,1319,2024-09-28 14:35:10,completed,27.38,1.65,20.24,0.0,49.27,USD,google_pay,1667,1856,
640,1030,2025-07-30 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,google_pay,1950,789,
641,466,2024-07-13 14:35:10,completed,141.63,9.23,0.0,0.0,150.86,USD,bank_transfer,1694,387,
642,183,2024-03-06 14:35:10,completed,173.01,19.09,0.0,0.0,192.1,USD,bank_transfer,1816,326,
643,1473,2024-04-04 14:35:10,completed,76.29,6.37,0.0,0.0,82.66,USD,google_pay,1291,1594,
644,1045,2024-10-31 14:35:10,completed,51.99,5.26,0.0,0.0,57.25,USD,apple_pay,1619,280,
645,916,2023-10-29 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,1179,419,
646,851,2025-07-14 14:35:10,completed,71.33,5.21,0.0,6.06,70.48,USD,google_pay,1242,299,COUPON384
647,1434,2023-11-28 14:35:10,completed,152.73,10.27,0.0,0.0,163.0,USD,apple_pay,1955,1144,
648,559,2024-06-13 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,1207,1813,
649,334,2025-01-25 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,google_pay,1167,1705,
650,707,2024-12-28 14:35:10,shipped,24.27,2.11,10.9,2.37,34.91,USD,bank_transfer,1020,1615,COUPON651
651,474,2024-09-01 14:35:10,shipped,25.07,2.03,17.62,0.0,44.72,USD,paypal,1223,773,
652,1055,2024-01-02 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,643,375,
653,452,2024-12-14 14:35:10,completed,64.16,6.2,0.0,0.23,70.13,USD,credit_card,541,159,COUPON821
654,503,2025-09-20 14:35:10,completed,124.91,8.43,0.0,0.0,133.34,USD,apple_pay,116,1897,
655,248,2025-03-28 14:35:10,completed,86.56,6.09,0.0,0.0,92.65,USD,bank_transfer,651,62,
656,802,2025-07-10 14:35:10,completed,73.55,7.08,0.0,1.67,78.96,USD,bank_transfer,1047,619,COUPON478
657,759,2024-08-19 14:35:10,completed,49.01,5.24,11.93,0.0,66.18,USD,credit_card,1361,1420,
658,727,2024-06-13 14:35:10,completed,43.38,3.54,10.37,4.34,52.95,USD,paypal,14,379,COUPON206
659,898,2023-10-07 14:35:10,shipped,88.09,5.86,0.0,0.0,93.95,USD,credit_card,171,1724,
660,1284,2025-09-23 14:35:10,completed,40.33,4.35,24.49,0.0,69.17,USD,paypal,1883,1772,
661,237,2025-04-18 14:35:10,shipped,153.41,18.22,0.0,0.0,171.63,USD,paypal,1074,781,
662,470,2024-10-21 14:35:10,completed,159.78,12.49,0.0,20.78,151.49,USD,credit_card,1999,1946,COUPON377
663,832,2025-01-16 14:35:10,completed,173.44,18.73,0.0,28.79,163.38,USD,credit_card,1611,67,COUPON410
664,1061,2024-10-16 14:35:10,completed,118.28,13.92,0.0,0.0,132.2,USD,apple_pay,120,1701,
665,1351,2025-04-27 14:35:10,completed,126.51,14.2,0.0,0.0,140.71,USD,apple_pay,993,1244,
666,492,2024-07-08 14:35:10,completed,100.56,7.67,0.0,0.0,108.23,USD,bank_transfer,17,1715,
667,1208,2024-12-23 14:35:10,completed,62.94,6.48,0.0,0.0,69.42,USD,bank_transfer,1358,1529,
668,1030,2023-10-21 14:35:10,completed,192.64,19.88,0.0,0.0,212.52,USD,bank_transfer,1802,217,
669,324,2024-04-16 14:35:10,completed,30.93,3.34,2.43,5.97,30.73,USD,credit_card,1940,155,COUPON681
670,1038,2024-05-05 14:35:10,completed,97.74,7.63,0.0,0.0,105.37,USD,apple_pay,1742,1961,
671,871,2024-10-30 14:35:10,shipped,55.1,3.11,0.0,10.84,47.37,USD,paypal,1279,1993,COUPON366
672,41,2025-05-03 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,1620,1289,
673,1238,2025-09-09 14:35:10,completed,20.54,1.09,8.21,1.8,28.04,USD,google_pay,1348,851,COUPON889
674,106,2025-03-31 14:35:10,completed,53.37,6.38,0.0,1.53,58.22,USD,credit_card,842,1487,COUPON676
675,106,2023-11-17 14:35:10,completed,60.44,6.94,0.0,0.0,67.38,USD,apple_pay,1351,1104,
676,985,2025-07-10 14:35:10,completed,7.29,0.4,6.62,0.0,14.31,USD,google_pay,968,316,
677,1424,2023-11-11 14:35:10,shipped,125.16,10.35,0.0,0.0,135.51,USD,credit_card,1400,98,
678,908,2024-11-12 14:35:10,completed,293.03,21.27,0.0,28.97,285.33,USD,credit_card,165,1409,COUPON951
679,891,2024-06-17 14:35:10,completed,108.91,12.3,0.0,0.0,121.21,USD,google_pay,513,367,
680,396,2024-04-27 14:35:10,completed,73.13,4.18,0.0,0.0,77.31,USD,apple_pay,988,1637,
681,1260,2025-08-13 14:35:10,completed,97.29,8.98,0.0,16.1,90.17,USD,google_pay,1556,477,COUPON406
682,966,2024-02-06 14:35:10,shipped,137.7,7.95,0.0,26.22,119.43,USD,bank_transfer,1275,994,COUPON647
683,1108,2025-02-13 14:35:10,completed,19.23,1.74,4.26,0.0,25.23,USD,bank_transfer,1215,1197,
684,1148,2024-12-28 14:35:10,shipped,157.89,16.44,0.0,0.0,174.33,USD,google_pay,1763,1105,
685,13,2025-08-30 14:35:10,completed,150.97,15.53,0.0,0.0,166.5,USD,credit_card,1090,443,
686,1461,2024-07-31 14:35:10,completed,8.77,0.46,8.94,0.0,18.17,USD,credit_card,1623,144,
687,1397,2024-08-11 14:35:10,shipped,144.34,11.84,0.0,10.73,145.45,USD,bank_transfer,1268,721,COUPON737
688,772,2025-06-12 14:35:10,completed,77.51,7.96,0.0,0.0,85.47,USD,apple_pay,311,1173,
689,295,2024-08-09 14:35:10,shipped,78.48,4.98,0.0,0.0,83.46,USD,credit_card,272,1599,
690,1232,2024-09-25 14:35:10,completed,42.97,2.33,3.7,0.0,49.0,USD,bank_transfer,737,95,
691,320,2024-03-15 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,credit_card,794,1259,
692,1425,2024-12-28 14:35:10,completed,86.84,7.16,0.0,16.65,77.35,USD,google_pay,1020,1867,COUPON199
693,1108,2024-03-29 14:35:10,shipped,138.01,8.03,0.0,1.4,144.64,USD,credit_card,896,798,COUPON430
694,193,2024-03-25 14:35:10,completed,59.17,6.94,0.0,0.0,66.11,USD,google_pay,474,1956,
695,944,2025-09-01 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,882,127,
696,828,2025-02-10 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,1714,1332,
697,1353,2024-07-31 14:35:10,completed,108.1,12.61,0.0,0.0,120.71,USD,credit_card,787,566,
698,389,2024-02-28 14:35:10,shipped,155.86,14.6,0.0,8.81,161.65,USD,google_pay,105,1302,COUPON950
699,503,2024-11-10 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,paypal,119,539,
700,912,2024-06-04 14:35:10,completed,97.4,5.03,0.0,0.0,102.43,USD,apple_pay,539,755,
701,243,2025-06-04 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,credit_card,1405,1934,
702,1126,2025-08-11 14:35:10,completed,136.17,14.95,0.0,0.0,151.12,USD,google_pay,1900,1948,
703,19,2024-10-28 14:35:10,shipped,66.16,7.49,0.0,0.0,73.65,USD,credit_card,1110,580,
704,1034,2025-03-28 14:35:10,completed,11.88,0.73,8.14,0.39,20.36,USD,bank_transfer,459,377,COUPON113
705,849,2024-09-14 14:35:10,completed,64.65,3.49,0.0,2.03,66.11,USD,apple_pay,166,189,COUPON920
706,1095,2024-07-07 14:35:10,completed,94.16,9.81,0.0,6.81,97.16,USD,paypal,1773,1275,COUPON864
707,584,2023-10-21 14:35:10,completed,107.33,9.22,0.0,0.0,116.55,USD,credit_card,1683,593,
708,805,2025-06-16 14:35:10,completed,426.61,43.28,0.0,0.0,469.89,USD,bank_transfer,877,1189,
709,589,2024-01-19 14:35:10,shipped,47.0,2.86,10.18,0.0,60.04,USD,apple_pay,1151,1171,
710,797,2024-02-09 14:35:10,completed,49.15,4.56,1.05,0.0,54.76,USD,bank_transfer,365,1743,
711,367,2025-03-04 14:35:10,completed,74.55,5.88,0.0,0.0,80.43,USD,credit_card,899,166,
712,284,2025-04-29 14:35:10,completed,94.86,6.72,0.0,12.24,89.34,USD,google_pay,1668,143,COUPON681
713,1465,2025-02-13 14:35:10,shipped,77.12,4.88,0.0,14.93,67.07,USD,bank_transfer,1389,1420,COUPON299
714,685,2025-07-04 14:35:10,completed,358.17,35.28,0.0,0.0,393.45,USD,bank_transfer,764,1951,
715,1430,2024-07-25 14:35:10,completed,110.48,6.37,0.0,15.49,101.36,USD,credit_card,1094,917,COUPON732
716,913,2024-03-14 14:35:10,completed,311.52,20.81,0.0,0.0,332.33,USD,credit_card,264,407,
717,292,2025-09-20 14:35:10,completed,233.55,20.26,0.0,0.0,253.81,USD,credit_card,1355,1168,
718,137,2024-08-29 14:35:10,completed,175.66,14.88,0.0,0.85,189.69,USD,bank_transfer,503,1587,COUPON955
719,1497,2024-03-18 14:35:10,shipped,61.85,5.26,0.0,0.53,66.58,USD,paypal,951,645,COUPON588
720,898,2024-04-28 14:35:10,completed,100.8,11.89,0.0,0.0,112.69,USD,google_pay,119,1727,
721,344,2024-03-09 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,paypal,413,389,
722,205,2025-08-15 14:35:10,completed,13.32,1.59,13.55,1.33,27.13,USD,apple_pay,742,204,COUPON636
723,1123,2023-10-20 14:35:10,shipped,101.63,10.74,0.0,0.0,112.37,USD,apple_pay,1720,386,
724,895,2024-08-11 14:35:10,completed,101.28,11.3,0.0,0.0,112.58,USD,google_pay,794,24,
725,442,2025-09-14 14:35:10,completed,216.92,18.8,0.0,0.0,235.72,USD,paypal,997,1205,
726,1471,2025-08-11 14:35:10,completed,110.8,8.04,0.0,0.0,118.84,USD,apple_pay,1119,1590,
727,136,2025-07-14 14:35:10,completed,125.4,8.78,0.0,0.0,134.18,USD,google_pay,1611,935,
728,917,2024-01-18 14:35:10,completed,20.9,1.86,0.11,0.0,22.87,USD,bank_transfer,1813,1486,
729,1191,2025-01-07 14:35:10,completed,107.36,9.68,0.0,0.0,117.04,USD,bank_transfer,1838,1934,
730,718,2024-03-31 14:35:10,completed,53.85,3.89,0.0,0.0,57.74,USD,apple_pay,1876,1508,
731,910,2023-12-19 14:35:10,completed,20.4,1.12,24.9,0.0,46.42,USD,apple_pay,1441,866,
732,323,2024-07-31 14:35:10,completed,64.74,7.24,0.0,0.0,71.98,USD,bank_transfer,456,1312,
733,1493,2025-09-04 14:35:10,completed,164.32,10.21,0.0,0.0,174.53,USD,bank_transfer,1446,1889,
734,828,2025-01-25 14:35:10,completed,32.81,3.65,13.19,6.52,43.13,USD,credit_card,684,1611,COUPON427
735,886,2024-05-18 14:35:10,completed,138.22,14.01,0.0,2.15,150.08,USD,paypal,1993,1988,COUPON222
736,636,2024-05-27 14:35:10,completed,76.81,6.42,0.0,0.0,83.23,USD,bank_transfer,505,403,
737,275,2025-06-07 14:35:10,completed,110.88,11.15,0.0,14.4,107.63,USD,google_pay,979,837,COUPON545
738,1253,2025-05-13 14:35:10,completed,170.06,19.18,0.0,0.0,189.24,USD,bank_transfer,906,920,
739,579,2024-12-01 14:35:10,completed,76.53,7.12,0.0,0.0,83.65,USD,bank_transfer,1726,876,
740,11,2024-10-12 14:35:10,completed,64.05,7.03,0.0,4.28,66.8,USD,apple_pay,824,931,COUPON278
741,1276,2024-01-13 14:35:10,completed,128.56,7.89,0.0,0.0,136.45,USD,apple_pay,968,1262,
742,550,2024-12-25 14:35:10,completed,149.03,17.77,0.0,6.79,160.01,USD,paypal,898,1469,COUPON338
743,1187,2024-03-07 14:35:10,completed,109.08,7.26,0.0,4.43,111.91,USD,google_pay,1365,1538,COUPON720
744,1322,2024-04-09 14:35:10,completed,37.59,2.54,16.23,0.0,56.36,USD,paypal,1154,845,
745,770,2024-07-14 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,credit_card,465,739,
746,554,2024-08-13 14:35:10,completed,56.1,5.0,0.0,0.0,61.1,USD,apple_pay,1335,1897,
747,881,2025-07-09 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,google_pay,330,841,
748,776,2025-05-02 14:35:10,completed,78.9,4.37,0.0,0.0,83.27,USD,apple_pay,1765,585,
749,746,2024-08-25 14:35:10,completed,15.08,0.83,15.12,2.74,28.29,USD,credit_card,14,97,COUPON711
750,1423,2025-06-12 14:35:10,completed,70.95,7.88,0.0,0.0,78.83,USD,bank_transfer,1916,1476,
751,104,2025-01-17 14:35:10,completed,27.41,3.04,21.36,4.03,47.78,USD,apple_pay,1490,611,COUPON982
752,806,2023-12-02 14:35:10,completed,141.77,14.17,0.0,0.0,155.94,USD,google_pay,1169,1038,
753,193,2024-06-17 14:35:10,completed,29.73,2.26,19.35,0.0,51.34,USD,credit_card,94,1535,
754,1202,2024-06-27 14:35:10,completed,107.73,11.05,0.0,2.54,116.24,USD,apple_pay,191,438,COUPON785
755,52,2025-01-13 14:35:10,completed,11.32,0.68,11.46,0.0,23.46,USD,bank_transfer,503,636,
756,1090,2024-02-17 14:35:10,completed,196.28,11.74,0.0,0.0,208.02,USD,bank_transfer,125,1736,
757,248,2024-11-05 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,1023,1821,
758,156,2024-05-14 14:35:10,completed,55.22,4.35,0.0,4.13,55.44,USD,google_pay,1797,722,COUPON296
759,1133,2024-03-15 14:35:10,completed,99.66,9.44,0.0,0.0,109.1,USD,bank_transfer,1155,1909,
760,263,2025-03-21 14:35:10,completed,174.32,19.47,0.0,27.52,166.27,USD,google_pay,1511,1607,COUPON960
761,1364,2025-04-13 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,credit_card,1651,1766,
762,299,2025-06-19 14:35:10,completed,10.72,1.01,24.91,0.0,36.64,USD,apple_pay,938,1444,
763,1259,2024-12-17 14:35:10,completed,204.7,18.73,0.0,0.0,223.43,USD,apple_pay,1076,878,
764,501,2024-05-06 14:35:10,completed,178.34,9.59,0.0,0.0,187.93,USD,apple_pay,1932,931,
765,24,2025-05-19 14:35:10,completed,138.17,9.56,0.0,0.0,147.73,USD,paypal,1612,1778,
766,959,2024-04-24 14:35:10,completed,218.76,20.55,0.0,0.0,239.31,USD,credit_card,45,66,
767,868,2024-01-27 14:35:10,completed,114.68,7.13,0.0,0.0,121.81,USD,google_pay,1168,508,
768,1435,2025-07-23 14:35:10,completed,54.61,4.65,0.0,0.0,59.26,USD,google_pay,715,1967,
769,383,2024-01-19 14:35:10,completed,204.1,22.59,0.0,21.05,205.64,USD,credit_card,4,702,COUPON758
770,428,2024-09-21 14:35:10,completed,118.5,12.29,0.0,0.0,130.79,USD,bank_transfer,469,542,
771,2,2023-11-04 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,718,1969,
772,205,2025-06-01 14:35:10,completed,45.66,2.46,21.73,0.0,69.85,USD,google_pay,1582,42,
773,674,2024-07-31 14:35:10,shipped,47.58,3.18,8.22,0.0,58.98,USD,paypal,661,1911,
774,161,2024-06-25 14:35:10,completed,210.08,23.1,0.0,0.0,233.18,USD,apple_pay,429,1416,
775,472,2025-05-25 14:35:10,completed,38.97,4.11,4.56,0.0,47.64,USD,paypal,194,1991,
776,946,2023-11-23 14:35:10,completed,64.6,5.47,0.0,0.0,70.07,USD,google_pay,446,1572,
777,172,2024-06-10 14:35:10,completed,90.26,6.85,0.0,0.45,96.66,USD,bank_transfer,1940,1322,COUPON838
778,164,2025-09-08 14:35:10,completed,47.72,2.98,6.38,0.0,57.08,USD,paypal,267,876,
779,337,2024-10-21 14:35:10,completed,3.71,0.34,1.31,0.0,5.36,USD,credit_card,986,1052,
780,1094,2024-01-01 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,paypal,904,1238,
781,765,2024-04-17 14:35:10,completed,148.01,17.46,0.0,17.43,148.04,USD,apple_pay,1712,1709,COUPON299
782,1229,2024-08-26 14:35:10,completed,29.7,2.24,6.69,0.0,38.63,USD,google_pay,1117,1380,
783,1458,2025-02-11 14:35:10,refunded,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,927,1993,
784,186,2024-02-24 14:35:10,completed,39.31,4.01,0.45,0.0,43.77,USD,bank_transfer,215,647,
785,94,2024-01-20 14:35:10,pending,0.0,0.0,0.0,0.0,0.0,USD,bank_transfer,340,987,
786,273,2024-12-12 14:35:10,completed,223.41,26.71,0.0,0.0,250.12,USD,bank_transfer,1317,679,
787,1417,2025-02-11 14:35:10,completed,45.69,3.71,23.52,7.25,65.67,USD,paypal,1314,612,COUPON936
788,1082,2024-05-10 14:35:10,completed,75.92,8.22,0.0,0.0,84.14,USD,apple_pay,778,739,
789,659,2023-12-23 14:35:10,completed,99.7,9.61,0.0,0.0,109.31,USD,bank_transfer,1819,1673,
790,153,2024-04-12 14:35:10,completed,191.72,10.34,0.0,4.63,197.43,USD,paypal,1930,667,COUPON332
791,1404,2024-04-21 14:35:10,shipped,19.02,1.51,2.39,0.0,22.92,USD,bank_transfer,1844,442,
792,166,2024-05-09 14:35:10,shipped,75.95,4.7,0.0,0.0,80.65,USD,google_pay,1858,1696,
793,1239,2023-10-29 14:35:10,completed,301.2,21.11,0.0,0.0,322.31,USD,apple_pay,1587,384,
794,1485,2025-03-29 14:35:10,completed,103.67,7.49,0.0,15.49,95.67,USD,bank_transfer,335,1369,COUPON366
795,1305,2025-03-01 14:35:10,completed,34.05,2.76,11.15,0.66,47.3,USD,bank_transfer,515,1340,COUPON723
796,987,2024-12-28 14:35:10,shipped,222.07,19.88,0.0,0.0,241.95,USD,bank_transfer,1985,1390,
797,1495,2024-02-18 14:35:10,cancelled,0.0,0.0,0.0,0.0,0.0,USD,apple_pay,361,1297,
798,326,2025-01-02 14:35:10,completed,113.04,10.2,0.0,0.0,123.24,USD,paypal,1571,1010,
799,812,2024-06-28 14:35:10,shipped,23.34,2.56,5.71,0.0,31.61,USD,google_pay,679,12,
800,388,2023-12-06 14:35:10,completed,64.8,5.7,0.0,0.0,70.5,USD,credit_card,1619,63,
801,92,2025-03-16 14:35:10,completed,107.49,12.88,0.0,0.0,120.37,USD,google_pay,216,561,
