product_id,warehouse,current_stock,reorder_point,max_stock,last_updated,supplier_id
256,Warehouse_A,146,21,84,2025-08-29,5
256,Warehouse_B,252,27,189,2025-08-31,5
256,Warehouse_C,311,23,115,2025-09-24,5
256,Warehouse_D,154,17,85,2025-09-21,5
256,Warehouse_E,301,43,215,2025-09-28,5
257,Warehouse_A,59,11,55,2025-08-30,68
257,Warehouse_B,345,45,315,2025-09-28,68
257,Warehouse_C,231,29,145,2025-09-12,68
257,Warehouse_D,256,13,39,2025-09-09,68
257,Warehouse_E,91,39,234,2025-09-21,68
258,Warehouse_A,230,50,350,2025-09-16,54
258,Warehouse_B,88,45,360,2025-09-23,54
258,Warehouse_C,388,30,90,2025-09-08,54
258,Warehouse_D,312,50,350,2025-08-31,54
258,Warehouse_E,494,29,116,2025-09-20,54
259,Warehouse_A,372,14,70,2025-09-17,3
259,Warehouse_B,93,47,329,2025-09-10,3
259,Warehouse_C,348,50,350,2025-09-26,3
259,Warehouse_D,130,22,66,2025-09-04,3
259,Warehouse_E,30,27,216,2025-09-28,3
260,Warehouse_A,208,22,154,2025-09-06,24
260,Warehouse_B,279,36,288,2025-09-08,24
260,Warehouse_C,302,42,210,2025-09-14,24
260,Warehouse_D,164,46,230,2025-09-26,24
260,Warehouse_E,262,35,175,2025-09-03,24
261,Warehouse_A,479,34,102,2025-09-20,12
261,Warehouse_B,11,22,110,2025-09-20,12
261,Warehouse_C,332,26,78,2025-09-03,12
261,Warehouse_D,417,35,105,2025-09-28,12
261,Warehouse_E,172,23,92,2025-09-17,12
262,Warehouse_A,285,47,282,2025-09-02,79
262,Warehouse_B,151,44,264,2025-09-09,79
262,Warehouse_C,252,14,56,2025-09-26,79
262,Warehouse_D,3,36,252,2025-08-31,79
262,Warehouse_E,374,43,172,2025-09-17,79
263,Warehouse_A,238,38,152,2025-09-10,65
263,Warehouse_B,445,38,266,2025-08-29,65
263,Warehouse_C,497,23,184,2025-09-20,65
263,Warehouse_D,43,21,168,2025-09-14,65
263,Warehouse_E,26,43,344,2025-09-21,65
264,Warehouse_A,149,32,192,2025-09-01,67
264,Warehouse_B,108,10,60,2025-09-25,67
264,Warehouse_C,53,13,52,2025-09-18,67
264,Warehouse_D,375,19,152,2025-09-09,67
264,Warehouse_E,199,31,186,2025-09-07,67
265,Warehouse_A,112,45,270,2025-09-21,53
265,Warehouse_B,500,22,110,2025-09-26,53
265,Warehouse_C,407,38,304,2025-09-04,53
265,Warehouse_D,350,19,152,2025-08-31,53
265,Warehouse_E,364,10,50,2025-09-27,53
266,Warehouse_A,130,34,170,2025-09-14,22
266,Warehouse_B,279,27,162,2025-09-16,22
266,Warehouse_C,419,34,136,2025-09-04,22
266,Warehouse_D,225,16,64,2025-09-26,22
266,Warehouse_E,69,28,84,2025-09-25,22
267,Warehouse_A,117,21,126,2025-09-17,77
267,Warehouse_B,125,38,152,2025-08-30,77
267,Warehouse_C,115,46,276,2025-09-11,77
267,Warehouse_D,188,13,52,2025-08-29,77
267,Warehouse_E,224,33,132,2025-09-21,77
268,Warehouse_A,124,32,160,2025-09-03,64
268,Warehouse_B,387,26,182,2025-09-09,64
268,Warehouse_C,337,21,63,2025-09-12,64
268,Warehouse_D,194,39,312,2025-09-18,64
268,Warehouse_E,17,17,119,2025-09-21,64
269,Warehouse_A,100,50,250,2025-09-19,78
269,Warehouse_B,110,37,185,2025-09-06,78
269,Warehouse_C,288,17,85,2025-09-21,78
269,Warehouse_D,80,41,246,2025-08-31,78
269,Warehouse_E,405,23,184,2025-09-09,78
270,Warehouse_A,164,37,296,2025-09-12,52
270,Warehouse_B,179,14,70,2025-09-08,52
270,Warehouse_C,68,23,138,2025-09-04,52
270,Warehouse_D,27,27,216,2025-09-12,52
270,Warehouse_E,173,33,99,2025-09-22,52
271,Warehouse_A,52,24,168,2025-08-29,64
271,Warehouse_B,131,24,192,2025-08-30,64
271,Warehouse_C,209,34,102,2025-09-01,64
271,Warehouse_D,420,14,56,2025-09-17,64
271,Warehouse_E,353,42,336,2025-09-04,64
272,Warehouse_A,449,50,350,2025-09-11,91
272,Warehouse_B,140,32,192,2025-08-30,91
272,Warehouse_C,238,30,90,2025-08-29,91
272,Warehouse_D,84,50,350,2025-09-14,91
272,Warehouse_E,422,32,256,2025-09-04,91
273,Warehouse_A,412,49,343,2025-09-11,72
273,Warehouse_B,386,48,144,2025-09-04,72
273,Warehouse_C,474,13,39,2025-09-25,72
273,Warehouse_D,37,44,132,2025-09-10,72
273,Warehouse_E,171,11,55,2025-09-23,72
274,Warehouse_A,277,31,217,2025-08-30,58
274,Warehouse_B,300,24,192,2025-09-01,58
274,Warehouse_C,22,44,176,2025-09-25,58
274,Warehouse_D,5,38,266,2025-09-26,58
274,Warehouse_E,350,12,84,2025-08-30,58
275,Warehouse_A,244,41,287,2025-09-02,40
275,Warehouse_B,283,12,84,2025-09-13,40
275,Warehouse_C,152,31,186,2025-09-21,40
275,Warehouse_D,140,40,320,2025-09-08,40
275,Warehouse_E,433,25,150,2025-09-23,40
276,Warehouse_A,378,45,180,2025-09-27,22
276,Warehouse_B,18,46,184,2025-09-04,22
276,Warehouse_C,19,36,144,2025-09-21,22
276,Warehouse_D,285,34,272,2025-09-25,22
276,Warehouse_E,219,13,52,2025-09-24,22
277,Warehouse_A,75,38,190,2025-09-07,77
277,Warehouse_B,78,15,90,2025-09-11,77
277,Warehouse_C,458,21,168,2025-09-14,77
277,Warehouse_D,226,14,42,2025-09-04,77
277,Warehouse_E,182,11,88,2025-09-26,77
278,Warehouse_A,360,45,180,2025-09-23,71
278,Warehouse_B,181,30,90,2025-09-24,71
278,Warehouse_C,41,23,184,2025-09-07,71
278,Warehouse_D,279,23,69,2025-09-12,71
278,Warehouse_E,127,24,168,2025-08-31,71
279,Warehouse_A,99,23,115,2025-09-15,42
279,Warehouse_B,73,21,126,2025-09-01,42
279,Warehouse_C,128,19,95,2025-09-28,42
279,Warehouse_D,416,12,96,2025-09-25,42
279,Warehouse_E,420,40,200,2025-09-03,42
280,Warehouse_A,86,33,231,2025-09-25,11
280,Warehouse_B,144,26,156,2025-09-21,11
280,Warehouse_C,281,22,88,2025-08-31,11
280,Warehouse_D,442,23,138,2025-09-13,11
280,Warehouse_E,456,12,72,2025-09-15,11
281,Warehouse_A,83,43,129,2025-09-07,42
281,Warehouse_B,447,48,384,2025-09-10,42
281,Warehouse_C,177,36,108,2025-09-18,42
281,Warehouse_D,70,29,232,2025-09-19,42
281,Warehouse_E,5,45,360,2025-09-19,42
282,Warehouse_A,254,38,304,2025-09-25,2
282,Warehouse_B,9,12,48,2025-09-14,2
282,Warehouse_C,174,41,287,2025-09-09,2
282,Warehouse_D,274,36,252,2025-09-13,2
282,Warehouse_E,345,41,287,2025-09-25,2
283,Warehouse_A,493,17,102,2025-09-20,11
283,Warehouse_B,317,13,52,2025-08-29,11
283,Warehouse_C,472,29,203,2025-09-22,11
283,Warehouse_D,380,42,294,2025-09-15,11
283,Warehouse_E,446,34,170,2025-09-22,11
284,Warehouse_A,329,35,280,2025-09-13,3
284,Warehouse_B,466,35,140,2025-09-27,3
284,Warehouse_C,228,20,160,2025-09-11,3
284,Warehouse_D,231,18,108,2025-09-04,3
284,Warehouse_E,399,32,192,2025-09-08,3
285,Warehouse_A,110,16,112,2025-09-01,93
285,Warehouse_B,91,49,147,2025-09-01,93
285,Warehouse_C,391,22,66,2025-09-03,93
285,Warehouse_D,114,25,175,2025-09-16,93
285,Warehouse_E,386,13,78,2025-09-10,93
286,Warehouse_A,80,41,205,2025-08-29,93
286,Warehouse_B,206,18,72,2025-09-23,93
286,Warehouse_C,69,30,150,2025-09-19,93
286,Warehouse_D,192,25,175,2025-09-16,93
286,Warehouse_E,446,22,176,2025-08-30,93
287,Warehouse_A,315,18,108,2025-09-15,37
287,Warehouse_B,289,16,112,2025-09-13,37
287,Warehouse_C,198,46,276,2025-09-22,37
287,Warehouse_D,495,22,66,2025-09-23,37
287,Warehouse_E,412,28,84,2025-09-18,37
288,Warehouse_A,389,49,343,2025-09-20,52
288,Warehouse_B,417,27,189,2025-09-15,52
288,Warehouse_C,234,47,235,2025-09-11,52
288,Warehouse_D,338,29,174,2025-09-25,52
288,Warehouse_E,456,35,210,2025-09-17,52
289,Warehouse_A,382,34,238,2025-09-07,1
289,Warehouse_B,146,42,210,2025-09-08,1
289,Warehouse_C,218,29,232,2025-09-11,1
289,Warehouse_D,127,11,77,2025-09-03,1
289,Warehouse_E,259,42,294,2025-09-04,1
290,Warehouse_A,27,45,135,2025-09-18,38
290,Warehouse_B,163,13,104,2025-09-16,38
290,Warehouse_C,381,28,84,2025-09-02,38
290,Warehouse_D,103,23,184,2025-09-05,38
290,Warehouse_E,428,32,256,2025-09-16,38
291,Warehouse_A,349,20,120,2025-08-29,42
291,Warehouse_B,479,28,224,2025-09-08,42
291,Warehouse_C,24,44,220,2025-09-06,42
291,Warehouse_D,460,46,230,2025-08-29,42
291,Warehouse_E,163,15,75,2025-09-04,42
292,Warehouse_A,386,48,240,2025-09-14,1
292,Warehouse_B,70,50,400,2025-09-23,1
292,Warehouse_C,287,16,96,2025-09-27,1
292,Warehouse_D,376,30,210,2025-09-02,1
292,Warehouse_E,214,12,60,2025-09-24,1
293,Warehouse_A,196,38,114,2025-08-31,68
293,Warehouse_B,213,47,282,2025-09-14,68
293,Warehouse_C,282,14,98,2025-09-13,68
293,Warehouse_D,199,39,312,2025-08-31,68
293,Warehouse_E,348,24,72,2025-09-19,68
294,Warehouse_A,280,15,60,2025-09-20,95
294,Warehouse_B,404,41,287,2025-09-17,95
294,Warehouse_C,454,37,111,2025-09-18,95
294,Warehouse_D,343,11,88,2025-09-24,95
294,Warehouse_E,431,12,72,2025-08-30,95
295,Warehouse_A,172,14,70,2025-09-14,30
295,Warehouse_B,459,18,54,2025-09-23,30
295,Warehouse_C,128,17,136,2025-09-09,30
295,Warehouse_D,394,11,55,2025-09-22,30
295,Warehouse_E,193,19,114,2025-09-22,30
296,Warehouse_A,303,34,136,2025-09-11,85
296,Warehouse_B,166,37,259,2025-09-27,85
296,Warehouse_C,185,23,138,2025-09-24,85
296,Warehouse_D,176,36,288,2025-09-16,85
296,Warehouse_E,189,28,196,2025-08-30,85
297,Warehouse_A,53,47,141,2025-09-25,3
297,Warehouse_B,403,16,96,2025-09-27,3
297,Warehouse_C,402,40,280,2025-08-31,3
297,Warehouse_D,64,16,48,2025-09-13,3
297,Warehouse_E,215,27,108,2025-09-07,3
298,Warehouse_A,383,47,329,2025-09-15,88
298,Warehouse_B,16,35,210,2025-09-17,88
298,Warehouse_C,71,26,156,2025-09-06,88
298,Warehouse_D,356,33,99,2025-09-13,88
298,Warehouse_E,404,14,56,2025-09-09,88
299,Warehouse_A,228,20,100,2025-09-11,4
299,Warehouse_B,377,44,264,2025-09-25,4
299,Warehouse_C,124,18,144,2025-09-03,4
299,Warehouse_D,89,42,252,2025-09-17,4
299,Warehouse_E,128,19,152,2025-09-12,4
300,Warehouse_A,448,47,141,2025-09-28,88
300,Warehouse_B,189,35,210,2025-09-19,88
300,Warehouse_C,35,43,172,2025-09-08,88
300,Warehouse_D,288,29,232,2025-09-22,88
300,Warehouse_E,20,30,90,2025-09-20,88
301,Warehouse_A,138,44,176,2025-09-10,33
301,Warehouse_B,33,40,160,2025-09-01,33
301,Warehouse_C,377,12,36,2025-09-11,33
301,Warehouse_D,201,30,240,2025-08-31,33
301,Warehouse_E,247,44,264,2025-09-10,33
302,Warehouse_A,251,13,65,2025-09-25,75
302,Warehouse_B,388,30,180,2025-09-20,75
302,Warehouse_C,484,18,126,2025-09-10,75
302,Warehouse_D,135,23,92,2025-09-26,75
302,Warehouse_E,183,48,288,2025-09-15,75
303,Warehouse_A,462,50,350,2025-09-24,52
303,Warehouse_B,290,21,126,2025-09-22,52
303,Warehouse_C,26,50,300,2025-09-21,52
303,Warehouse_D,376,49,196,2025-08-31,52
303,Warehouse_E,229,12,72,2025-09-22,52
304,Warehouse_A,144,45,225,2025-09-03,99
304,Warehouse_B,390,36,216,2025-09-18,99
304,Warehouse_C,274,29,232,2025-09-10,99
304,Warehouse_D,304,10,80,2025-09-27,99
304,Warehouse_E,363,47,282,2025-09-20,99
305,Warehouse_A,302,47,188,2025-09-14,78
305,Warehouse_B,176,38,266,2025-09-24,78
305,Warehouse_C,251,13,104,2025-09-12,78
305,Warehouse_D,191,33,132,2025-09-05,78
305,Warehouse_E,38,34,204,2025-09-03,78
306,Warehouse_A,434,32,96,2025-09-19,72
306,Warehouse_B,462,24,120,2025-09-02,72
306,Warehouse_C,138,44,220,2025-09-16,72
306,Warehouse_D,223,17,136,2025-09-25,72
306,Warehouse_E,227,39,117,2025-09-15,72
307,Warehouse_A,77,25,75,2025-09-23,91
307,Warehouse_B,400,27,189,2025-09-24,91
307,Warehouse_C,463,46,322,2025-09-03,91
307,Warehouse_D,472,15,60,2025-09-06,91
307,Warehouse_E,444,21,63,2025-09-24,91
308,Warehouse_A,366,41,164,2025-08-31,98
308,Warehouse_B,371,32,192,2025-09-18,98
308,Warehouse_C,84,21,126,2025-08-30,98
308,Warehouse_D,90,30,150,2025-09-19,98
308,Warehouse_E,271,24,72,2025-09-18,98
309,Warehouse_A,453,21,168,2025-09-24,42
309,Warehouse_B,291,23,69,2025-09-01,42
309,Warehouse_C,500,17,51,2025-09-13,42
309,Warehouse_D,307,34,238,2025-09-04,42
309,Warehouse_E,185,16,80,2025-09-17,42
310,Warehouse_A,424,13,104,2025-09-01,71
310,Warehouse_B,280,32,160,2025-09-09,71
310,Warehouse_C,333,14,56,2025-08-30,71
310,Warehouse_D,417,28,224,2025-09-11,71
310,Warehouse_E,220,37,259,2025-08-31,71
311,Warehouse_A,27,13,39,2025-09-18,64
311,Warehouse_B,464,35,140,2025-09-25,64
311,Warehouse_C,136,23,138,2025-09-14,64
311,Warehouse_D,9,16,80,2025-09-22,64
311,Warehouse_E,262,47,188,2025-09-05,64
312,Warehouse_A,7,29,145,2025-09-16,27
312,Warehouse_B,103,30,210,2025-09-18,27
312,Warehouse_C,65,15,45,2025-08-31,27
312,Warehouse_D,26,17,102,2025-09-01,27
312,Warehouse_E,453,48,384,2025-09-10,27
313,Warehouse_A,439,20,60,2025-09-14,61
313,Warehouse_B,245,12,60,2025-09-02,61
313,Warehouse_C,250,40,320,2025-08-29,61
313,Warehouse_D,75,49,294,2025-09-17,61
313,Warehouse_E,98,24,96,2025-09-03,61
314,Warehouse_A,328,31,186,2025-09-17,73
314,Warehouse_B,231,22,88,2025-09-10,73
314,Warehouse_C,156,34,102,2025-09-25,73
314,Warehouse_D,76,42,294,2025-09-06,73
314,Warehouse_E,413,26,130,2025-09-23,73
315,Warehouse_A,487,47,282,2025-09-06,34
315,Warehouse_B,297,50,200,2025-09-21,34
315,Warehouse_C,256,49,245,2025-09-13,34
315,Warehouse_D,373,21,126,2025-09-10,34
315,Warehouse_E,434,40,120,2025-09-13,34
316,Warehouse_A,422,21,126,2025-09-09,74
316,Warehouse_B,5,44,264,2025-09-21,74
316,Warehouse_C,105,22,154,2025-09-08,74
316,Warehouse_D,42,34,238,2025-09-13,74
316,Warehouse_E,347,32,96,2025-09-14,74
317,Warehouse_A,287,24,192,2025-09-12,77
317,Warehouse_B,269,36,288,2025-09-17,77
317,Warehouse_C,467,32,224,2025-09-09,77
317,Warehouse_D,318,17,136,2025-09-22,77
317,Warehouse_E,431,30,150,2025-09-16,77
318,Warehouse_A,361,35,280,2025-09-17,71
318,Warehouse_B,467,19,76,2025-09-12,71
318,Warehouse_C,290,39,195,2025-08-30,71
318,Warehouse_D,114,25,175,2025-09-03,71
318,Warehouse_E,340,35,245,2025-09-11,71
319,Warehouse_A,217,13,39,2025-09-27,56
319,Warehouse_B,497,20,100,2025-09-16,56
319,Warehouse_C,345,47,329,2025-09-23,56
319,Warehouse_D,317,47,376,2025-09-14,56
319,Warehouse_E,354,37,296,2025-08-29,56
320,Warehouse_A,292,48,288,2025-09-04,60
320,Warehouse_B,45,28,168,2025-09-12,60
320,Warehouse_C,455,46,322,2025-09-09,60
320,Warehouse_D,202,50,200,2025-09-24,60
320,Warehouse_E,238,39,195,2025-08-29,60
321,Warehouse_A,138,11,55,2025-09-17,90
321,Warehouse_B,183,12,84,2025-09-08,90
321,Warehouse_C,99,26,182,2025-09-20,90
321,Warehouse_D,1,23,138,2025-09-03,90
321,Warehouse_E,65,45,315,2025-09-09,90
322,Warehouse_A,166,30,150,2025-09-19,88
322,Warehouse_B,454,26,156,2025-09-10,88
322,Warehouse_C,425,18,126,2025-09-05,88
322,Warehouse_D,306,40,120,2025-09-10,88
322,Warehouse_E,85,35,245,2025-09-10,88
323,Warehouse_A,475,43,129,2025-09-24,11
323,Warehouse_B,338,15,45,2025-09-06,11
323,Warehouse_C,276,30,210,2025-09-01,11
323,Warehouse_D,273,31,124,2025-09-02,11
323,Warehouse_E,105,48,384,2025-08-30,11
324,Warehouse_A,354,20,140,2025-09-17,42
324,Warehouse_B,224,44,352,2025-09-16,42
324,Warehouse_C,426,32,96,2025-09-02,42
324,Warehouse_D,428,48,240,2025-09-07,42
324,Warehouse_E,330,18,90,2025-08-31,42
325,Warehouse_A,201,23,69,2025-09-01,54
325,Warehouse_B,270,10,30,2025-08-30,54
325,Warehouse_C,18,12,48,2025-09-06,54
325,Warehouse_D,280,17,51,2025-09-04,54
325,Warehouse_E,456,38,190,2025-08-31,54
326,Warehouse_A,56,21,126,2025-09-08,66
326,Warehouse_B,383,13,39,2025-09-02,66
326,Warehouse_C,316,15,45,2025-09-21,66
326,Warehouse_D,37,18,126,2025-09-27,66
326,Warehouse_E,228,50,200,2025-09-09,66
327,Warehouse_A,362,49,392,2025-09-04,6
327,Warehouse_B,155,28,168,2025-09-20,6
327,Warehouse_C,195,20,80,2025-09-16,6
327,Warehouse_D,401,49,294,2025-09-19,6
327,Warehouse_E,18,41,246,2025-09-21,6
328,Warehouse_A,470,44,264,2025-09-21,6
328,Warehouse_B,322,15,105,2025-09-16,6
328,Warehouse_C,444,24,120,2025-09-18,6
328,Warehouse_D,367,33,165,2025-09-04,6
328,Warehouse_E,155,40,120,2025-09-15,6
329,Warehouse_A,459,12,96,2025-09-13,75
329,Warehouse_B,256,13,65,2025-09-19,75
329,Warehouse_C,2,38,114,2025-08-29,75
329,Warehouse_D,86,47,329,2025-09-09,75
329,Warehouse_E,304,41,287,2025-09-28,75
330,Warehouse_A,55,15,90,2025-09-06,50
330,Warehouse_B,218,19,57,2025-08-31,50
330,Warehouse_C,171,42,294,2025-09-13,50
330,Warehouse_D,119,15,75,2025-09-18,50
330,Warehouse_E,344,12,96,2025-08-31,50
331,Warehouse_A,118,25,75,2025-09-17,82
331,Warehouse_B,68,23,115,2025-09-23,82
331,Warehouse_C,348,30,120,2025-09-04,82
331,Warehouse_D,92,19,57,2025-09-11,82
331,Warehouse_E,322,15,60,2025-09-07,82
332,Warehouse_A,254,29,203,2025-09-09,6
332,Warehouse_B,123,48,144,2025-09-03,6
332,Warehouse_C,307,13,39,2025-09-05,6
332,Warehouse_D,477,16,48,2025-09-24,6
332,Warehouse_E,262,27,81,2025-09-04,6
333,Warehouse_A,50,41,164,2025-09-01,96
333,Warehouse_B,113,26,208,2025-09-20,96
333,Warehouse_C,201,41,246,2025-09-08,96
333,Warehouse_D,473,50,350,2025-09-08,96
333,Warehouse_E,187,20,120,2025-09-11,96
334,Warehouse_A,425,47,141,2025-09-11,67
334,Warehouse_B,462,20,120,2025-09-02,67
334,Warehouse_C,476,42,126,2025-09-03,67
334,Warehouse_D,411,30,150,2025-09-24,67
334,Warehouse_E,121,44,176,2025-09-10,67
335,Warehouse_A,40,47,282,2025-09-09,22
335,Warehouse_B,469,42,294,2025-09-27,22
335,Warehouse_C,357,27,189,2025-09-01,22
335,Warehouse_D,354,14,98,2025-09-11,22
335,Warehouse_E,332,14,84,2025-09-02,22
336,Warehouse_A,1,11,33,2025-08-29,13
336,Warehouse_B,476,33,231,2025-09-25,13
336,Warehouse_C,476,46,368,2025-09-14,13
336,Warehouse_D,229,10,60,2025-09-19,13
336,Warehouse_E,383,27,108,2025-08-29,13
337,Warehouse_A,322,26,156,2025-09-08,98
337,Warehouse_B,376,42,168,2025-09-26,98
337,Warehouse_C,419,39,312,2025-09-05,98
337,Warehouse_D,110,45,315,2025-09-25,98
337,Warehouse_E,145,33,165,2025-09-28,98
338,Warehouse_A,180,36,288,2025-09-06,19
338,Warehouse_B,158,50,200,2025-09-28,19
338,Warehouse_C,68,27,135,2025-09-15,19
338,Warehouse_D,155,19,133,2025-09-05,19
338,Warehouse_E,462,31,217,2025-09-02,19
339,Warehouse_A,189,19,152,2025-09-18,92
339,Warehouse_B,84,46,184,2025-08-29,92
339,Warehouse_C,393,28,112,2025-09-06,92
339,Warehouse_D,26,50,350,2025-09-28,92
339,Warehouse_E,148,19,152,2025-09-08,92
340,Warehouse_A,178,44,352,2025-09-02,76
340,Warehouse_B,149,24,96,2025-09-08,76
340,Warehouse_C,307,46,138,2025-09-22,76
340,Warehouse_D,369,40,280,2025-09-27,76
340,Warehouse_E,245,41,164,2025-09-24,76
341,Warehouse_A,140,26,78,2025-08-30,75
341,Warehouse_B,499,27,162,2025-08-31,75
341,Warehouse_C,113,22,88,2025-09-14,75
341,Warehouse_D,265,45,360,2025-08-29,75
341,Warehouse_E,378,28,140,2025-09-03,75
342,Warehouse_A,319,24,72,2025-09-18,20
342,Warehouse_B,4,37,259,2025-09-07,20
342,Warehouse_C,301,45,270,2025-09-17,20
342,Warehouse_D,271,30,120,2025-08-29,20
342,Warehouse_E,178,41,164,2025-09-20,20
343,Warehouse_A,401,48,192,2025-09-04,70
343,Warehouse_B,190,46,322,2025-09-13,70
343,Warehouse_C,213,26,78,2025-09-04,70
343,Warehouse_D,427,12,96,2025-09-16,70
343,Warehouse_E,293,37,185,2025-09-15,70
344,Warehouse_A,314,11,33,2025-09-02,92
344,Warehouse_B,404,36,180,2025-09-20,92
344,Warehouse_C,340,18,144,2025-09-21,92
344,Warehouse_D,434,38,114,2025-09-26,92
344,Warehouse_E,394,28,84,2025-09-18,92
345,Warehouse_A,444,33,99,2025-09-05,91
345,Warehouse_B,22,32,96,2025-09-14,91
345,Warehouse_C,249,31,186,2025-08-29,91
345,Warehouse_D,438,42,252,2025-09-26,91
345,Warehouse_E,332,19,76,2025-09-02,91
346,Warehouse_A,190,42,252,2025-09-16,67
346,Warehouse_B,195,20,120,2025-09-09,67
346,Warehouse_C,25,47,141,2025-09-26,67
346,Warehouse_D,448,49,294,2025-09-21,67
346,Warehouse_E,392,20,80,2025-09-16,67
347,Warehouse_A,395,20,100,2025-09-22,28
347,Warehouse_B,224,43,258,2025-09-22,28
347,Warehouse_C,18,38,114,2025-09-25,28
347,Warehouse_D,322,50,200,2025-09-04,28
347,Warehouse_E,342,17,136,2025-09-04,28
348,Warehouse_A,397,35,280,2025-09-11,95
348,Warehouse_B,283,48,288,2025-09-12,95
348,Warehouse_C,25,25,100,2025-09-07,95
348,Warehouse_D,367,18,72,2025-09-25,95
348,Warehouse_E,217,29,203,2025-08-30,95
349,Warehouse_A,172,44,264,2025-09-20,97
349,Warehouse_B,460,46,138,2025-09-02,97
349,Warehouse_C,487,41,123,2025-09-18,97
349,Warehouse_D,281,10,40,2025-08-31,97
349,Warehouse_E,474,13,78,2025-09-03,97
350,Warehouse_A,48,28,168,2025-09-27,5
350,Warehouse_B,57,12,84,2025-09-09,5
350,Warehouse_C,177,42,252,2025-09-23,5
350,Warehouse_D,136,28,84,2025-09-04,5
350,Warehouse_E,44,50,150,2025-09-04,5
351,Warehouse_A,124,46,276,2025-09-05,61
351,Warehouse_B,118,10,40,2025-09-02,61
351,Warehouse_C,461,14,42,2025-09-17,61
351,Warehouse_D,437,16,112,2025-09-16,61
351,Warehouse_E,388,44,132,2025-09-04,61
352,Warehouse_A,159,37,259,2025-09-06,64
352,Warehouse_B,443,17,51,2025-09-14,64
352,Warehouse_C,470,34,170,2025-09-21,64
352,Warehouse_D,414,19,114,2025-09-02,64
352,Warehouse_E,105,16,80,2025-09-23,64
353,Warehouse_A,133,24,168,2025-09-24,72
353,Warehouse_B,324,19,95,2025-09-06,72
353,Warehouse_C,141,21,147,2025-08-30,72
353,Warehouse_D,171,16,80,2025-09-21,72
353,Warehouse_E,279,29,87,2025-09-27,72
354,Warehouse_A,399,21,105,2025-09-28,12
354,Warehouse_B,307,40,200,2025-09-23,12
354,Warehouse_C,369,35,105,2025-09-06,12
354,Warehouse_D,203,36,180,2025-09-06,12
354,Warehouse_E,137,23,69,2025-08-31,12
355,Warehouse_A,50,24,192,2025-09-06,39
355,Warehouse_B,394,10,70,2025-09-15,39
355,Warehouse_C,472,25,150,2025-09-13,39
355,Warehouse_D,150,13,104,2025-09-08,39
355,Warehouse_E,438,15,105,2025-09-04,39
356,Warehouse_A,135,21,84,2025-09-12,35
356,Warehouse_B,183,18,72,2025-09-27,35
356,Warehouse_C,159,22,88,2025-09-06,35
356,Warehouse_D,4,50,150,2025-09-16,35
356,Warehouse_E,454,21,84,2025-09-27,35
357,Warehouse_A,482,30,90,2025-08-30,37
357,Warehouse_B,137,38,266,2025-09-24,37
357,Warehouse_C,482,40,240,2025-09-22,37
357,Warehouse_D,157,32,192,2025-09-06,37
357,Warehouse_E,488,22,176,2025-09-08,37
358,Warehouse_A,145,37,296,2025-09-18,37
358,Warehouse_B,74,37,222,2025-09-05,37
358,Warehouse_C,334,29,203,2025-09-09,37
358,Warehouse_D,282,43,172,2025-08-30,37
358,Warehouse_E,429,31,248,2025-09-05,37
359,Warehouse_A,46,49,343,2025-09-25,82
359,Warehouse_B,230,38,152,2025-09-14,82
359,Warehouse_C,426,37,222,2025-09-28,82
359,Warehouse_D,219,20,100,2025-09-09,82
359,Warehouse_E,104,39,234,2025-09-23,82
360,Warehouse_A,146,30,180,2025-09-02,49
360,Warehouse_B,144,26,78,2025-09-02,49
360,Warehouse_C,409,32,128,2025-09-09,49
360,Warehouse_D,192,35,105,2025-09-12,49
360,Warehouse_E,399,36,108,2025-09-03,49
361,Warehouse_A,156,42,294,2025-09-10,29
361,Warehouse_B,130,10,80,2025-09-26,29
361,Warehouse_C,286,33,99,2025-09-01,29
361,Warehouse_D,456,28,196,2025-09-15,29
361,Warehouse_E,463,44,264,2025-09-22,29
362,Warehouse_A,488,35,245,2025-09-02,79
362,Warehouse_B,495,48,240,2025-09-18,79
362,Warehouse_C,195,15,105,2025-09-09,79
362,Warehouse_D,342,14,112,2025-09-02,79
362,Warehouse_E,120,28,196,2025-09-05,79
363,Warehouse_A,101,15,120,2025-09-16,51
363,Warehouse_B,447,40,200,2025-09-18,51
363,Warehouse_C,357,11,88,2025-09-22,51
363,Warehouse_D,456,16,48,2025-09-09,51
363,Warehouse_E,102,43,301,2025-09-12,51
364,Warehouse_A,93,49,245,2025-09-16,46
364,Warehouse_B,98,39,273,2025-08-30,46
364,Warehouse_C,242,24,192,2025-09-04,46
364,Warehouse_D,204,41,287,2025-09-10,46
364,Warehouse_E,341,43,301,2025-09-04,46
365,Warehouse_A,10,16,112,2025-08-30,6
365,Warehouse_B,210,20,80,2025-09-22,6
365,Warehouse_C,48,26,104,2025-08-29,6
365,Warehouse_D,52,16,128,2025-09-02,6
365,Warehouse_E,457,21,105,2025-09-21,6
366,Warehouse_A,138,10,50,2025-08-31,88
366,Warehouse_B,133,27,216,2025-09-19,88
366,Warehouse_C,0,39,156,2025-09-04,88
366,Warehouse_D,45,14,112,2025-09-25,88
366,Warehouse_E,491,21,105,2025-09-10,88
367,Warehouse_A,193,35,210,2025-09-01,36
367,Warehouse_B,293,32,192,2025-09-25,36
367,Warehouse_C,63,23,161,2025-09-22,36
