order_id,carrier,tracking_number,shipping_method,shipping_cost,ship_date,estimated_delivery,actual_delivery,shipping_status,weight_kg
352,USPS,TN316146947,express,0.0,2024-02-20,2024-02-27,2024-02-26,returned,9.96
353,DHL,TN999442682,free,0.0,2025-07-26,2025-07-30,2025-07-31,in_transit,2.79
354,USPS,TN931066205,free,0.0,2025-08-09,2025-08-12,2025-08-12,delivered,17.89
355,DHL,TN789343144,free,0.0,2024-05-01,2024-05-08,2024-05-07,shipped,18.98
356,UPS,TN286573437,free,0.0,2024-05-14,2024-05-20,2024-05-20,returned,6.14
358,DHL,TN420874766,standard,0.0,2025-08-30,2025-09-06,2025-09-07,delivered,6.31
359,FedEx,TN540019778,overnight,0.0,2024-11-07,2024-11-14,2024-11-13,delivered,12.77
360,FedEx,TN278960078,two_day,0.0,2024-08-20,2024-08-22,2024-08-23,in_transit,16.34
361,UPS,TN133635387,overnight,0.0,2024-10-03,2024-10-09,2024-10-09,returned,6.68
362,USPS,TN857433918,two_day,0.0,2023-10-24,2023-10-27,2023-10-27,pending,5.83
363,Amazon Logistics,TN790986988,free,0.0,2025-08-16,2025-08-21,2025-08-23,pending,6.99
364,UPS,TN364902584,overnight,0.0,2025-01-10,2025-01-12,2025-01-12,shipped,9.11
365,UPS,TN333171554,standard,0.0,2024-10-23,2024-10-26,2024-10-25,returned,1.73
366,FedEx,TN549712519,free,0.0,2025-01-11,2025-01-16,2025-01-18,shipped,6.22
368,USPS,TN393203906,overnight,2.25,2023-11-15,2023-11-22,2023-11-24,in_transit,16.06
369,DHL,TN634989397,standard,0.0,2024-08-27,2024-08-30,2024-08-31,in_transit,15.55
370,USPS,TN846227498,express,18.19,2024-02-23,2024-02-26,,pending,10.59
371,FedEx,TN637912946,express,0.0,2025-09-21,2025-09-24,2025-09-26,in_transit,14.47
372,Amazon Logistics,TN230660892,free,0.0,2023-12-01,2023-12-06,2023-12-05,shipped,18.76
373,USPS,TN847604227,standard,0.0,2024-09-08,2024-09-14,2024-09-16,delivered,12.63
374,FedEx,TN359680451,two_day,0.0,2024-02-22,2024-02-28,2024-02-29,pending,14.21
375,DHL,TN842268665,two_day,22.22,2025-08-21,2025-08-26,2025-08-27,pending,2.7
376,Amazon Logistics,TN526408140,free,1.35,2024-08-24,2024-08-31,2024-09-01,pending,17.76
377,FedEx,TN367208226,express,0.0,2024-07-02,2024-07-04,,in_transit,7.15
378,DHL,TN321471514,free,22.3,2024-05-05,2024-05-08,2024-05-08,shipped,6.63
379,Amazon Logistics,TN835833094,overnight,0.0,2023-12-23,2023-12-30,2023-12-29,in_transit,13.74
380,USPS,TN607830573,two_day,0.0,2024-01-30,2024-02-03,2024-02-04,shipped,5.03
381,DHL,TN995001550,free,15.13,2024-04-20,2024-04-25,2024-04-27,returned,12.19
382,FedEx,TN455851865,standard,0.0,2024-10-31,2024-11-06,2024-11-05,returned,15.23
383,FedEx,TN272511500,overnight,4.88,2023-10-20,2023-10-24,2023-10-23,returned,8.86
384,USPS,TN532381829,free,0.0,2025-07-27,2025-08-02,2025-08-03,delivered,3.96
387,DHL,TN395466337,overnight,0.0,2024-02-04,2024-02-09,2024-02-10,returned,3.35
388,UPS,TN915522701,free,17.27,2024-01-26,2024-02-02,2024-02-01,shipped,2.9
389,Amazon Logistics,TN147817936,overnight,15.21,2024-07-10,2024-07-12,,returned,18.89
390,FedEx,TN270946621,overnight,20.07,2024-04-08,2024-04-15,2024-04-15,delivered,1.92
391,USPS,TN576984028,overnight,0.0,2025-04-22,2025-04-24,2025-04-24,in_transit,13.9
392,USPS,TN872313676,standard,0.0,2024-06-21,2024-06-23,2024-06-22,delivered,6.64
393,FedEx,TN310894112,express,18.5,2025-08-12,2025-08-14,2025-08-16,shipped,0.66
394,UPS,TN994906856,free,0.0,2023-11-07,2023-11-12,2023-11-11,shipped,7.66
395,FedEx,TN600577080,overnight,0.0,2024-05-14,2024-05-21,2024-05-22,returned,3.13
396,UPS,TN267245117,free,0.0,2025-03-16,2025-03-21,2025-03-20,shipped,13.27
399,DHL,TN451639617,free,0.0,2025-05-03,2025-05-09,2025-05-11,pending,14.82
400,DHL,TN514560121,two_day,7.21,2025-02-20,2025-02-25,,returned,4.23
401,FedEx,TN410971102,standard,11.83,2025-06-05,2025-06-11,2025-06-10,in_transit,1.99
402,USPS,TN678756419,free,14.69,2023-12-15,2023-12-18,2023-12-19,in_transit,14.74
403,DHL,TN818574868,overnight,0.0,2024-02-22,2024-02-24,2024-02-25,returned,9.46
405,USPS,TN391038414,two_day,0.0,2024-09-23,2024-09-30,2024-10-02,pending,1.32
406,USPS,TN461947881,two_day,0.0,2024-01-31,2024-02-03,2024-02-05,shipped,3.15
408,Amazon Logistics,TN816393472,overnight,0.0,2025-07-26,2025-08-01,,pending,4.58
409,USPS,TN149436011,standard,0.0,2024-12-19,2024-12-25,2024-12-27,delivered,10.38
412,DHL,TN692364493,overnight,0.71,2024-09-13,2024-09-19,2024-09-19,in_transit,16.34
413,USPS,TN612580642,standard,0.0,2025-06-06,2025-06-12,2025-06-12,delivered,1.44
414,UPS,TN448914675,standard,2.58,2025-02-13,2025-02-18,2025-02-18,shipped,1.43
415,UPS,TN364830618,overnight,17.84,2024-08-11,2024-08-16,2024-08-16,pending,13.41
416,Amazon Logistics,TN747061313,standard,12.59,2024-02-08,2024-02-14,2024-02-13,pending,6.33
417,USPS,TN201391584,standard,0.0,2025-09-29,2025-10-03,2025-10-02,in_transit,5.4
419,FedEx,TN213269230,standard,0.0,2024-07-22,2024-07-28,2024-07-29,shipped,18.32
420,FedEx,TN828528670,overnight,0.0,2024-07-10,2024-07-16,2024-07-18,shipped,8.11
422,USPS,TN687797628,standard,0.0,2024-12-05,2024-12-11,2024-12-11,returned,16.96
423,USPS,TN255947634,express,4.55,2025-09-03,2025-09-07,2025-09-07,returned,1.8
424,Amazon Logistics,TN535202722,express,0.0,2024-06-27,2024-07-04,2024-07-06,returned,14.15
425,UPS,TN322756581,overnight,13.78,2024-07-22,2024-07-24,2024-07-24,in_transit,15.24
426,Amazon Logistics,TN725867423,overnight,21.19,2023-12-18,2023-12-25,2023-12-26,in_transit,16.41
427,Amazon Logistics,TN368920834,two_day,0.0,2024-05-06,2024-05-09,2024-05-09,delivered,3.36
428,FedEx,TN101880406,standard,0.0,2024-08-24,2024-08-26,2024-08-25,shipped,9.2
430,UPS,TN944089420,overnight,0.0,2025-03-20,2025-03-22,2025-03-21,returned,16.48
431,Amazon Logistics,TN593484076,express,0.0,2024-08-29,2024-09-01,2024-08-31,returned,15.23
432,DHL,TN961046892,two_day,0.0,2024-06-28,2024-06-30,2024-07-02,delivered,12.9
433,USPS,TN553015494,standard,10.65,2025-07-07,2025-07-12,2025-07-12,shipped,4.76
434,UPS,TN359591164,overnight,0.0,2025-08-28,2025-08-30,2025-09-01,delivered,2.72
435,USPS,TN634264019,free,10.34,2024-07-23,2024-07-30,2024-07-30,shipped,5.37
436,DHL,TN856680969,two_day,0.0,2024-10-06,2024-10-09,2024-10-11,in_transit,1.1
437,Amazon Logistics,TN872504676,free,0.0,2025-09-27,2025-10-01,2025-10-02,shipped,1.05
438,USPS,TN464582422,overnight,0.0,2024-12-03,2024-12-07,2024-12-09,delivered,11.14
439,DHL,TN693172252,overnight,0.0,2025-09-05,2025-09-09,2025-09-09,delivered,16.61
440,DHL,TN568203444,overnight,0.0,2023-12-27,2024-01-01,2023-12-31,returned,14.85
441,FedEx,TN114650874,overnight,2.97,2024-11-25,2024-11-28,2024-11-29,delivered,10.81
442,DHL,TN788025626,overnight,0.0,2023-12-20,2023-12-22,2023-12-21,pending,16.51
443,FedEx,TN294011804,overnight,0.0,2025-08-14,2025-08-18,2025-08-20,pending,2.72
444,DHL,TN211602748,overnight,19.74,2025-09-08,2025-09-10,2025-09-09,delivered,19.83
446,Amazon Logistics,TN706436588,two_day,0.0,2023-11-05,2023-11-10,2023-11-12,pending,13.31
447,Amazon Logistics,TN896661412,standard,0.0,2024-04-27,2024-05-01,2024-05-02,delivered,11.21
448,UPS,TN545381859,two_day,0.0,2023-11-17,2023-11-21,2023-11-21,shipped,3.16
449,FedEx,TN198095485,overnight,23.7,2025-01-20,2025-01-22,2025-01-23,shipped,15.3
450,USPS,TN412326347,overnight,0.0,2024-03-15,2024-03-20,2024-03-19,in_transit,5.68
451,FedEx,TN632597090,express,0.0,2024-09-09,2024-09-11,2024-09-10,shipped,18.84
454,USPS,TN410240021,free,9.49,2025-06-17,2025-06-24,2025-06-25,pending,1.56
455,USPS,TN459352181,two_day,0.0,2024-09-06,2024-09-12,2024-09-12,shipped,6.07
456,FedEx,TN114411116,express,11.31,2024-10-08,2024-10-14,2024-10-15,shipped,16.93
457,USPS,TN782684444,two_day,0.0,2023-12-16,2023-12-20,,delivered,2.86
458,DHL,TN621180175,standard,0.0,2025-06-01,2025-06-04,2025-06-05,pending,6.28
459,DHL,TN543660889,express,6.63,2025-08-23,2025-08-25,2025-08-24,pending,12.66
460,DHL,TN779429925,two_day,24.21,2024-07-31,2024-08-06,2024-08-08,returned,2.86
461,UPS,TN841744776,two_day,0.0,2025-05-06,2025-05-11,2025-05-12,shipped,3.16
462,Amazon Logistics,TN198229431,express,1.11,2023-11-10,2023-11-13,2023-11-12,pending,11.26
463,FedEx,TN221058633,two_day,6.16,2025-05-16,2025-05-21,2025-05-22,shipped,15.1
464,USPS,TN149252181,express,0.0,2024-11-15,2024-11-20,2024-11-22,pending,18.41
465,Amazon Logistics,TN799655194,two_day,0.0,2025-05-29,2025-06-04,2025-06-04,pending,0.62
466,FedEx,TN966876214,express,0.0,2025-03-20,2025-03-26,2025-03-25,in_transit,10.67
467,UPS,TN756920386,free,0.0,2025-07-02,2025-07-04,2025-07-03,shipped,5.77
468,UPS,TN864209129,overnight,3.53,2024-10-06,2024-10-09,2024-10-08,shipped,12.7
469,DHL,TN541082492,free,13.14,2024-03-26,2024-03-28,2024-03-27,pending,2.65
470,UPS,TN937525535,overnight,0.0,2024-08-25,2024-08-29,2024-08-29,delivered,13.6
472,FedEx,TN850587426,standard,0.0,2024-06-05,2024-06-11,2024-06-12,delivered,14.22
473,DHL,TN817589672,free,0.0,2024-07-14,2024-07-18,2024-07-18,returned,13.53
474,DHL,TN200131986,overnight,0.0,2024-06-29,2024-07-04,,shipped,6.86
475,USPS,TN132465096,free,22.12,2024-01-14,2024-01-21,2024-01-20,shipped,16.5
476,UPS,TN129424342,two_day,0.0,2023-10-05,2023-10-09,2023-10-09,in_transit,17.38
477,DHL,TN929379792,overnight,19.43,2025-03-22,2025-03-25,2025-03-25,returned,17.46
478,DHL,TN229674937,express,0.0,2025-09-15,2025-09-22,2025-09-23,returned,16.88
479,DHL,TN748155351,overnight,0.0,2023-11-30,2023-12-02,2023-12-01,in_transit,12.37
480,USPS,TN772295474,express,20.91,2025-04-22,2025-04-28,2025-04-29,delivered,7.8
483,FedEx,TN591823530,free,0.0,2024-03-23,2024-03-26,,shipped,2.91
484,FedEx,TN872927058,standard,0.0,2025-09-08,2025-09-11,2025-09-11,pending,11.77
485,DHL,TN658085783,two_day,15.98,2025-05-08,2025-05-11,2025-05-11,in_transit,13.51
488,FedEx,TN899445201,free,21.66,2025-01-23,2025-01-29,2025-01-28,returned,16.33
489,Amazon Logistics,TN541446278,express,0.93,2023-12-04,2023-12-06,2023-12-08,returned,18.7
490,Amazon Logistics,TN324350845,free,0.0,2025-03-27,2025-04-02,2025-04-04,delivered,9.37
491,USPS,TN589880933,overnight,0.0,2024-08-25,2024-08-29,2024-08-29,returned,6.62
493,FedEx,TN492876799,standard,0.0,2025-03-13,2025-03-19,2025-03-19,pending,12.38
495,UPS,TN290367753,express,0.0,2024-04-22,2024-04-27,2024-04-27,delivered,6.39
496,UPS,TN266351758,express,3.38,2024-10-27,2024-10-31,2024-10-31,returned,9.73
497,UPS,TN766862478,express,6.22,2024-10-29,2024-11-02,2024-11-03,in_transit,1.11
498,UPS,TN344960005,overnight,0.0,2024-09-18,2024-09-22,,shipped,13.35
499,UPS,TN100151174,standard,0.0,2024-03-19,2024-03-26,2024-03-25,pending,7.54
500,DHL,TN237966775,free,0.0,2024-01-26,2024-01-29,2024-01-29,returned,13.27
501,Amazon Logistics,TN432583423,standard,0.0,2024-12-19,2024-12-25,2024-12-26,in_transit,2.19
502,FedEx,TN394473004,free,0.0,2024-01-08,2024-01-14,,delivered,17.49
503,Amazon Logistics,TN915837934,free,14.52,2025-03-16,2025-03-21,2025-03-22,pending,10.73
504,FedEx,TN821404370,standard,0.0,2025-06-30,2025-07-07,2025-07-06,returned,11.19
505,DHL,TN397361956,two_day,14.18,2024-07-11,2024-07-15,2024-07-16,delivered,14.67
506,FedEx,TN734637437,standard,1.31,2024-08-17,2024-08-23,2024-08-23,returned,16.06
507,FedEx,TN924173774,free,14.55,2025-09-22,2025-09-25,2025-09-27,delivered,14.94
508,Amazon Logistics,TN105982667,free,0.0,2025-06-11,2025-06-13,2025-06-13,in_transit,14.45
509,USPS,TN515181522,two_day,0.0,2024-10-24,2024-10-28,2024-10-28,delivered,19.54
510,UPS,TN149364674,express,0.0,2025-07-02,2025-07-07,2025-07-08,delivered,14.61
512,DHL,TN597305948,standard,0.0,2025-08-05,2025-08-07,,delivered,8.15
513,FedEx,TN197880430,two_day,0.0,2024-07-01,2024-07-06,2024-07-06,in_transit,7.33
514,USPS,TN311090411,free,0.0,2025-03-19,2025-03-24,2025-03-24,delivered,15.47
516,USPS,TN911402678,express,0.0,2024-11-10,2024-11-12,2024-11-14,shipped,12.62
517,DHL,TN318416149,two_day,23.93,2024-03-13,2024-03-16,2024-03-16,shipped,4.05
518,DHL,TN144583153,two_day,0.0,2023-10-13,2023-10-19,2023-10-19,in_transit,16.39
519,USPS,TN735687864,two_day,0.0,2023-11-11,2023-11-18,2023-11-18,returned,7.8
520,FedEx,TN898173361,express,0.0,2025-09-29,2025-10-06,2025-10-08,delivered,9.8
522,UPS,TN220431334,two_day,0.0,2025-09-24,2025-10-01,2025-10-03,pending,13.27
523,USPS,TN831633553,two_day,5.54,2024-08-29,2024-09-04,2024-09-04,shipped,12.5
526,FedEx,TN215544127,overnight,18.4,2025-08-31,2025-09-03,2025-09-03,in_transit,9.04
528,UPS,TN299991859,free,6.78,2025-04-30,2025-05-05,2025-05-05,shipped,7.81
530,Amazon Logistics,TN342906310,express,0.0,2025-01-15,2025-01-18,2025-01-18,pending,7.17
531,USPS,TN850411131,standard,22.36,2024-04-09,2024-04-16,2024-04-18,pending,16.43
532,DHL,TN789623557,free,0.0,2025-07-10,2025-07-14,2025-07-15,in_transit,1.77
533,USPS,TN970178159,two_day,0.0,2025-06-21,2025-06-25,2025-06-24,pending,17.47
534,USPS,TN985410964,standard,0.0,2025-07-27,2025-07-30,2025-07-31,in_transit,14.47
536,Amazon Logistics,TN540786944,standard,2.59,2024-11-12,2024-11-14,,pending,9.09
537,Amazon Logistics,TN224665353,overnight,18.57,2023-12-01,2023-12-08,2023-12-08,in_transit,14.64
538,DHL,TN764627217,two_day,0.0,2025-09-19,2025-09-24,2025-09-26,returned,19.31
540,USPS,TN237108394,express,0.0,2025-08-06,2025-08-12,2025-08-11,shipped,17.61
541,UPS,TN431617714,two_day,0.0,2023-12-17,2023-12-21,2023-12-21,delivered,3.07
542,DHL,TN221278167,free,0.0,2023-12-01,2023-12-03,2023-12-04,shipped,18.47
543,UPS,TN648588087,free,19.93,2024-09-23,2024-09-27,2024-09-27,in_transit,10.1
544,USPS,TN898518266,express,8.19,2024-03-02,2024-03-05,2024-03-05,in_transit,7.49
545,Amazon Logistics,TN478723261,overnight,0.0,2024-12-28,2025-01-01,2025-01-02,shipped,9.41
546,DHL,TN908579074,free,0.0,2024-10-07,2024-10-13,2024-10-14,returned,13.31
547,FedEx,TN120935357,standard,0.0,2024-05-02,2024-05-07,2024-05-07,in_transit,8.72
548,USPS,TN302486462,express,0.0,2024-12-30,2025-01-05,2025-01-05,delivered,0.87
549,UPS,TN832817530,free,0.0,2024-05-20,2024-05-26,2024-05-25,pending,5.14
550,Amazon Logistics,TN697985337,free,11.51,2025-03-09,2025-03-12,2025-03-11,shipped,0.56
551,USPS,TN471301080,overnight,0.0,2024-03-13,2024-03-15,,in_transit,14.41
553,Amazon Logistics,TN564156273,free,24.12,2024-10-13,2024-10-18,2024-10-18,returned,3.41
554,DHL,TN703862543,two_day,12.25,2024-05-11,2024-05-17,2024-05-17,in_transit,2.11
555,UPS,TN609050169,express,0.0,2025-04-29,2025-05-06,2025-05-07,delivered,15.88
559,USPS,TN408358168,free,17.23,2023-12-14,2023-12-16,2023-12-15,shipped,4.68
560,Amazon Logistics,TN739274723,standard,0.0,2024-01-16,2024-01-22,2024-01-21,pending,5.91
561,UPS,TN373097737,express,10.56,2024-02-08,2024-02-12,2024-02-11,delivered,1.2
562,FedEx,TN357224194,express,0.0,2025-05-02,2025-05-09,2025-05-08,in_transit,15.44
563,FedEx,TN814172888,two_day,6.97,2024-10-30,2024-11-02,2024-11-02,in_transit,14.5
564,UPS,TN286867421,free,21.4,2025-06-15,2025-06-20,,delivered,3.44
565,FedEx,TN414185425,two_day,0.0,2025-01-17,2025-01-21,2025-01-20,shipped,7.81
566,FedEx,TN532157104,overnight,21.95,2025-06-16,2025-06-20,2025-06-20,delivered,1.08
567,DHL,TN171052285,free,0.0,2025-04-10,2025-04-14,2025-04-16,pending,10.63
569,DHL,TN681786980,two_day,0.0,2025-07-22,2025-07-26,2025-07-25,shipped,11.23
570,Amazon Logistics,TN203942730,two_day,16.25,2024-03-22,2024-03-29,2024-03-29,shipped,8.01
571,FedEx,TN746702701,overnight,6.66,2025-06-25,2025-06-28,2025-06-29,returned,7.22
572,UPS,TN141362152,express,8.9,2024-05-20,2024-05-27,2024-05-28,in_transit,7.81
573,DHL,TN956159090,standard,0.0,2025-03-04,2025-03-11,2025-03-12,delivered,6.26
574,Amazon Logistics,TN576824775,overnight,0.0,2024-03-01,2024-03-04,2024-03-04,in_transit,14.14
575,Amazon Logistics,TN100164001,standard,0.0,2024-05-26,2024-05-29,2024-05-31,pending,18.05
577,Amazon Logistics,TN233056216,two_day,0.0,2025-06-20,2025-06-23,2025-06-25,in_transit,15.3
578,UPS,TN120123823,express,14.33,2024-05-12,2024-05-18,2024-05-20,in_transit,6.6
580,Amazon Logistics,TN337962709,express,0.0,2025-02-16,2025-02-18,2025-02-20,pending,10.44
582,USPS,TN262504178,overnight,0.0,2025-02-23,2025-02-28,2025-03-02,in_transit,1.97
583,UPS,TN326651398,free,0.0,2025-08-09,2025-08-15,2025-08-17,shipped,11.68
584,FedEx,TN616278535,overnight,0.0,2024-12-27,2025-01-02,2025-01-02,returned,17.51
585,UPS,TN929893927,two_day,0.0,2024-11-05,2024-11-10,2024-11-10,shipped,8.61
586,Amazon Logistics,TN749748428,overnight,0.0,2025-02-18,2025-02-23,,shipped,0.59
587,USPS,TN855041951,overnight,0.0,2024-05-31,2024-06-06,2024-06-06,returned,8.78
588,DHL,TN483247103,free,0.0,2024-03-29,2024-04-05,2024-04-06,in_transit,8.78
589,FedEx,TN174715577,free,0.0,2024-07-12,2024-07-15,2024-07-14,shipped,6.68
590,DHL,TN175942170,free,0.0,2024-07-01,2024-07-06,2024-07-06,pending,14.38
591,UPS,TN812044943,standard,0.0,2024-09-18,2024-09-23,2024-09-22,returned,10.58
592,Amazon Logistics,TN937103216,standard,0.0,2024-08-23,2024-08-29,2024-08-31,in_transit,3.27
593,UPS,TN518633420,free,0.0,2023-12-29,2024-01-04,2024-01-04,delivered,18.51
594,Amazon Logistics,TN988011679,express,0.0,2024-07-13,2024-07-19,2024-07-19,pending,11.06
595,UPS,TN424716686,standard,0.0,2025-01-12,2025-01-19,2025-01-18,returned,16.15
596,USPS,TN400677525,two_day,15.13,2025-04-09,2025-04-16,2025-04-17,delivered,14.84
597,Amazon Logistics,TN298728403,standard,17.42,2024-11-10,2024-11-13,2024-11-14,shipped,16.4
598,UPS,TN467349109,express,0.0,2025-06-08,2025-06-11,2025-06-12,returned,4.18
599,UPS,TN165667624,overnight,0.0,2024-09-20,2024-09-22,,shipped,11.28
601,DHL,TN942024346,free,0.0,2024-07-15,2024-07-22,2024-07-22,in_transit,19.93
602,USPS,TN199113418,two_day,0.0,2025-06-19,2025-06-24,,in_transit,12.35
603,DHL,TN262334467,express,0.0,2025-08-01,2025-08-06,2025-08-05,in_transit,7.08
605,Amazon Logistics,TN161313271,overnight,0.0,2025-03-30,2025-04-04,2025-04-06,delivered,15.75
606,USPS,TN910946882,standard,0.0,2025-01-26,2025-01-29,2025-01-28,delivered,19.84
607,FedEx,TN178698604,two_day,8.12,2024-01-30,2024-02-04,2024-02-03,returned,8.27
609,Amazon Logistics,TN679258037,standard,0.0,2025-09-25,2025-09-28,2025-09-28,delivered,1.87
610,DHL,TN477062216,standard,0.0,2024-02-14,2024-02-17,2024-02-19,delivered,9.54
612,USPS,TN672171912,overnight,0.0,2023-12-18,2023-12-24,2023-12-23,delivered,11.74
613,Amazon Logistics,TN353627672,express,0.0,2025-08-15,2025-08-19,,shipped,1.58
614,FedEx,TN487610021,free,0.0,2024-03-27,2024-03-31,2024-03-30,pending,19.89
615,UPS,TN303848929,standard,0.0,2023-10-23,2023-10-25,2023-10-26,shipped,5.91
616,Amazon Logistics,TN411365229,express,21.14,2023-12-06,2023-12-10,2023-12-10,in_transit,13.75
618,Amazon Logistics,TN377005736,standard,0.0,2025-06-03,2025-06-08,2025-06-08,in_transit,4.91
619,USPS,TN570338852,standard,0.0,2024-08-02,2024-08-06,2024-08-06,in_transit,19.16
620,FedEx,TN852684648,standard,0.0,2025-06-10,2025-06-17,2025-06-16,delivered,6.63
622,Amazon Logistics,TN821013482,standard,0.0,2024-09-27,2024-10-01,2024-10-01,returned,10.92
623,USPS,TN532470439,two_day,0.0,2024-03-27,2024-03-31,,shipped,3.95
624,Amazon Logistics,TN122200794,two_day,0.0,2024-03-18,2024-03-25,2024-03-25,in_transit,2.03
625,DHL,TN542861108,overnight,0.0,2024-10-19,2024-10-26,2024-10-26,in_transit,9.0
627,DHL,TN680135382,standard,0.0,2024-11-01,2024-11-03,2024-11-03,delivered,12.61
628,FedEx,TN625595927,overnight,0.0,2024-08-07,2024-08-10,2024-08-12,shipped,15.3
629,Amazon Logistics,TN958313913,free,0.0,2023-12-14,2023-12-17,2023-12-18,in_transit,11.08
630,UPS,TN126392799,overnight,0.0,2024-08-20,2024-08-23,2024-08-23,shipped,9.3
631,USPS,TN412733948,two_day,0.0,2024-12-19,2024-12-23,2024-12-24,in_transit,6.79
632,Amazon Logistics,TN322748796,standard,0.0,2023-11-03,2023-11-08,2023-11-08,in_transit,19.61
633,USPS,TN493157677,express,0.0,2024-10-14,2024-10-20,2024-10-21,returned,20.0
634,DHL,TN866075700,standard,1.58,2024-04-27,2024-05-03,2024-05-04,in_transit,5.31
635,UPS,TN859391878,two_day,0.0,2025-09-13,2025-09-15,2025-09-17,in_transit,14.56
636,FedEx,TN523610009,overnight,0.0,2024-12-19,2024-12-23,2024-12-24,shipped,16.7
637,USPS,TN677143204,two_day,0.0,2023-12-11,2023-12-15,2023-12-17,returned,6.65
639,Amazon Logistics,TN109191000,free,20.24,2024-10-01,2024-10-08,2024-10-08,delivered,14.06
641,USPS,TN755744374,express,0.0,2024-07-14,2024-07-17,2024-07-17,in_transit,11.58
642,Amazon Logistics,TN915872710,overnight,0.0,2024-03-09,2024-03-15,2024-03-17,delivered,12.94
643,Amazon Logistics,TN218534909,free,0.0,2024-04-05,2024-04-08,2024-04-10,delivered,1.14
644,DHL,TN214675589,overnight,0.0,2024-11-03,2024-11-10,2024-11-10,shipped,1.13
646,UPS,TN437332157,two_day,0.0,2025-07-15,2025-07-17,2025-07-19,in_transit,7.72
647,Amazon Logistics,TN198431251,free,0.0,2023-11-29,2023-12-01,2023-12-01,returned,4.92
650,FedEx,TN605218600,free,10.9,2024-12-31,2025-01-02,2025-01-01,delivered,6.99
651,DHL,TN157014622,free,17.62,2024-09-04,2024-09-07,2024-09-08,in_transit,8.48
653,Amazon Logistics,TN762435082,free,0.0,2024-12-15,2024-12-22,2024-12-22,returned,11.06
654,DHL,TN217772304,standard,0.0,2025-09-21,2025-09-26,2025-09-28,delivered,16.48
655,UPS,TN243572399,overnight,0.0,2025-03-31,2025-04-06,2025-04-05,shipped,8.17
656,DHL,TN831321678,free,0.0,2025-07-11,2025-07-16,2025-07-16,shipped,19.33
657,Amazon Logistics,TN615890764,express,11.93,2024-08-22,2024-08-27,2024-08-28,pending,12.54
658,DHL,TN259039147,standard,10.37,2024-06-14,2024-06-17,2024-06-16,returned,10.4
659,USPS,TN516799156,overnight,0.0,2023-10-08,2023-10-15,2023-10-15,in_transit,14.4
660,FedEx,TN268201718,overnight,24.49,2025-09-24,2025-09-29,2025-09-28,shipped,15.3
661,Amazon Logistics,TN650717423,free,0.0,2025-04-20,2025-04-27,2025-04-26,delivered,16.43
662,Amazon Logistics,TN164946395,two_day,0.0,2024-10-23,2024-10-27,2024-10-29,shipped,12.74
663,FedEx,TN627276324,standard,0.0,2025-01-17,2025-01-23,2025-01-22,delivered,17.84
664,Amazon Logistics,TN262643301,standard,0.0,2024-10-19,2024-10-24,2024-10-26,pending,9.82
665,Amazon Logistics,TN475303869,express,0.0,2025-04-29,2025-05-06,2025-05-06,in_transit,14.64
666,Amazon Logistics,TN746091305,standard,0.0,2024-07-09,2024-07-12,2024-07-12,delivered,13.56
667,USPS,TN616637204,two_day,0.0,2024-12-26,2025-01-01,2025-01-01,delivered,17.6
668,FedEx,TN501253726,free,0.0,2023-10-23,2023-10-27,2023-10-28,in_transit,4.07
669,DHL,TN875989459,standard,2.43,2024-04-17,2024-04-23,2024-04-23,delivered,19.98
670,DHL,TN801781794,overnight,0.0,2024-05-08,2024-05-13,,returned,15.88
671,UPS,TN567711314,express,0.0,2024-11-01,2024-11-05,,in_transit,8.19
673,DHL,TN900619971,express,8.21,2025-09-11,2025-09-16,,returned,7.78
674,DHL,TN860034262,express,0.0,2025-04-03,2025-04-08,,in_transit,8.06
675,Amazon Logistics,TN304139940,free,0.0,2023-11-18,2023-11-24,2023-11-25,shipped,16.51
676,Amazon Logistics,TN181374879,express,6.62,2025-07-12,2025-07-18,2025-07-18,pending,16.68
677,UPS,TN549991674,standard,0.0,2023-11-13,2023-11-17,2023-11-19,in_transit,15.21
678,USPS,TN381982540,standard,0.0,2024-11-14,2024-11-18,,returned,11.68
679,Amazon Logistics,TN145450489,overnight,0.0,2024-06-20,2024-06-27,2024-06-28,delivered,9.8
680,DHL,TN344547511,express,0.0,2024-04-29,2024-05-04,2024-05-05,delivered,7.63
681,FedEx,TN622690937,standard,0.0,2025-08-15,2025-08-18,2025-08-17,in_transit,5.24
682,DHL,TN157155112,overnight,0.0,2024-02-08,2024-02-13,2024-02-13,returned,8.5
683,Amazon Logistics,TN131757660,overnight,4.26,2025-02-15,2025-02-19,2025-02-18,in_transit,7.86
684,UPS,TN650916666,overnight,0.0,2024-12-30,2025-01-06,2025-01-08,in_transit,18.39
685,FedEx,TN248993017,free,0.0,2025-09-01,2025-09-07,2025-09-06,pending,19.7
686,USPS,TN198863105,free,8.94,2024-08-03,2024-08-06,2024-08-07,delivered,13.68
687,FedEx,TN561019509,standard,0.0,2024-08-13,2024-08-15,,delivered,9.63
688,FedEx,TN463788714,overnight,0.0,2025-06-15,2025-06-20,2025-06-20,shipped,13.5
689,USPS,TN795339900,overnight,0.0,2024-08-10,2024-08-12,2024-08-12,returned,15.19
690,USPS,TN420793608,overnight,3.7,2024-09-26,2024-10-03,2024-10-04,pending,2.65
692,USPS,TN954991210,standard,0.0,2024-12-30,2025-01-02,2025-01-02,returned,4.98
