order_item_id,order_id,product_id,quantity,unit_price,discount_amount,total_price
683,413,963,1,64.92,0.0,64.92
684,413,986,2,1769.21,0.0,3538.42
685,414,946,4,220.27,0.0,881.08
686,414,291,1,1809.17,0.0,1809.17
687,414,360,5,164.92,0.0,824.6
688,415,523,5,17.08,0.88,81.0
689,416,1008,3,103.67,0.0,311.01
690,416,529,4,127.52,0.0,510.08
691,416,339,4,22.01,0.0,88.04
692,416,822,4,281.21,0.0,1124.84
693,417,217,4,35.82,0.0,143.28
694,419,1189,4,106.78,0.0,427.12
695,419,1119,4,448.03,0.0,1792.12
696,419,908,3,40.54,0.0,121.62
697,419,49,5,432.73,0.0,2163.65
698,419,976,2,93.31,15.98,154.66
699,420,299,5,70.93,0.0,354.65
700,422,541,1,188.78,22.39,166.39
701,422,544,5,455.48,55.37,2000.55
702,423,1168,5,319.83,0.0,1599.15
703,424,985,3,46.75,2.94,131.43
704,424,383,3,45.79,0.0,137.37
705,425,807,1,7.58,0.0,7.58
706,425,105,4,125.21,30.52,378.76
707,425,839,3,1073.51,0.0,3220.53
708,425,415,2,11.27,2.1,18.34
709,426,540,4,28.54,0.0,114.16
710,426,916,2,32.84,0.0,65.68
711,427,562,5,44.13,0.0,220.65
712,427,607,4,13.49,2.45,44.16
713,428,277,4,36.77,0.0,147.08
714,428,1071,1,19.46,0.0,19.46
715,428,645,1,49.41,0.0,49.41
716,428,707,1,36.77,0.87,35.9
717,430,521,4,18.85,0.0,75.4
718,430,432,4,224.23,0.0,896.92
719,431,62,2,58.78,0.44,116.68
720,432,875,4,26.87,0.0,107.48
721,432,802,2,55.2,0.0,110.4
722,432,418,2,42.77,4.41,76.72
723,432,628,2,219.36,39.64,359.44
724,433,997,3,94.39,0.0,283.17
725,434,590,4,16.99,3.19,55.2
726,434,583,2,39.12,0.0,78.24
727,435,849,2,32.1,0.0,64.2
728,435,1151,1,135.1,0.0,135.1
729,435,457,1,113.91,6.47,107.44
730,436,1039,3,470.5,0.0,1411.5
731,436,980,2,229.58,0.0,459.16
732,436,1191,3,55.27,12.87,127.2
733,437,563,5,97.41,0.0,487.05
734,438,783,5,11.88,0.0,59.4
735,438,1001,1,26.09,0.0,26.09
736,439,411,2,66.85,0.0,133.7
737,439,843,5,76.06,0.0,380.3
738,440,793,3,179.72,0.0,539.16
739,440,319,4,22.93,6.66,65.08
740,440,1111,2,20.6,0.0,41.2
741,441,156,2,1465.67,0.0,2931.34
742,442,480,3,9.59,0.0,28.77
743,442,1099,2,693.9,0.0,1387.8
744,443,340,5,27.41,0.0,137.05
745,443,1100,3,57.86,0.0,173.58
746,443,707,5,36.77,0.0,183.85
747,443,855,1,266.7,0.0,266.7
748,444,78,5,4.16,0.71,17.25
749,444,221,2,78.39,0.0,156.78
750,446,544,1,455.48,0.0,455.48
751,446,903,5,59.04,1.7,286.7
752,447,278,4,24.63,0.0,98.52
753,448,108,5,71.64,20.64,255.0
754,448,1006,5,908.41,0.0,4542.05
755,449,676,3,562.61,0.0,1687.83
756,449,581,1,511.3,15.42,495.88
757,450,443,4,59.66,0.0,238.64
758,450,984,4,74.17,0.0,296.68
759,451,110,2,131.68,0.0,263.36
760,454,331,4,1359.56,0.0,5438.24
761,454,29,5,33.17,0.0,165.85
762,455,378,2,10.96,0.0,21.92
763,455,163,3,407.57,0.0,1222.71
764,456,500,5,176.78,0.0,883.9
765,456,206,1,235.7,0.0,235.7
766,456,1039,4,470.5,0.0,1882.0
767,456,283,4,1298.29,0.0,5193.16
768,456,58,5,64.72,0.59,320.65
769,457,408,3,24.53,0.0,73.59
770,457,1075,2,14.48,3.94,21.08
771,457,109,4,240.99,0.0,963.96
772,457,440,5,7.21,0.0,36.05
773,458,30,1,9.08,0.0,9.08
774,458,567,3,297.44,0.0,892.32
775,459,854,2,58.95,0.0,117.9
776,459,926,1,20.96,0.0,20.96
777,459,206,5,235.7,0.0,1178.5
778,459,867,3,25.35,0.0,76.05
779,460,793,2,179.72,0.0,359.44
780,461,125,4,23.01,0.0,92.04
781,462,1099,3,693.9,0.0,2081.7
782,462,421,1,53.93,4.61,49.32
783,463,539,4,346.84,0.0,1387.36
784,463,770,4,18.84,0.0,75.36
785,464,203,1,54.44,0.0,54.44
786,464,161,3,460.53,121.94,1015.77
787,464,446,1,540.96,0.0,540.96
788,465,395,1,55.44,3.76,51.68
789,466,1078,5,688.13,0.0,3440.65
790,467,6,3,721.28,0.0,2163.84
791,467,192,4,29.82,0.0,119.28
792,467,1,4,540.49,0.0,2161.96
793,467,37,2,990.6,0.0,1981.2
794,468,664,1,290.77,28.98,261.79
795,468,799,4,149.34,0.0,597.36
796,468,1000,3,188.6,25.4,489.6
797,469,396,3,9.36,1.59,23.31
798,469,741,4,31.85,0.0,127.4
799,470,403,2,56.68,0.0,113.36
800,472,733,2,113.04,0.0,226.08
801,473,430,1,678.29,0.0,678.29
802,474,902,1,82.09,0.0,82.09
803,474,689,5,84.45,0.0,422.25
804,474,92,5,665.84,122.51,2716.65
805,475,599,5,93.51,2.12,456.95
806,476,783,4,11.88,2.38,38.0
807,477,1117,1,162.24,0.0,162.24
808,477,983,5,913.86,0.0,4569.3
809,477,1095,1,155.75,0.0,155.75
810,478,243,2,64.66,2.71,123.9
811,478,43,4,541.63,44.59,1988.16
812,479,913,5,39.63,0.0,198.15
813,480,101,4,131.61,0.0,526.44
814,483,584,5,31.81,0.0,159.05
815,483,163,3,407.57,0.0,1222.71
816,483,880,4,6.87,0.0,27.48
817,483,1035,2,134.16,36.39,195.54
818,483,407,1,7.22,0.0,7.22
819,484,434,5,97.96,0.0,489.8
820,485,643,3,20.2,0.0,60.6
821,485,154,4,1337.68,0.0,5350.72
822,485,631,3,37.29,0.0,111.87
823,485,1165,1,220.76,55.65,165.11
824,488,132,4,79.01,0.0,316.04
825,488,992,3,21.35,0.0,64.05
826,488,459,2,431.78,0.0,863.56
827,488,680,1,62.63,15.47,47.16
828,488,487,3,17.13,0.0,51.39
829,489,509,1,326.2,0.0,326.2
830,490,602,4,302.88,0.0,1211.52
831,490,28,3,134.42,0.0,403.26
832,490,388,1,9.45,0.0,9.45
833,491,875,2,26.87,0.0,53.74
834,493,783,5,11.88,0.96,54.6
835,493,873,2,126.24,0.0,252.48
836,495,1070,2,47.87,0.0,95.74
837,495,598,5,150.55,0.0,752.75
838,496,1046,3,396.96,0.0,1190.88
839,496,347,3,17.08,2.57,43.53
840,497,170,5,36.51,0.0,182.55
841,498,657,5,116.53,0.0,582.65
842,499,629,1,119.98,0.0,119.98
843,499,84,1,44.96,0.0,44.96
844,499,109,5,240.99,0.0,1204.95
845,499,1095,4,155.75,0.0,623.0
846,500,595,5,60.2,0.0,301.0
847,500,1071,3,19.46,0.0,58.38
848,501,506,3,52.12,0.0,156.36
849,501,1000,1,188.6,0.0,188.6
850,501,269,2,174.11,0.0,348.22
851,502,508,1,1455.29,0.0,1455.29
852,502,690,3,62.76,0.0,188.28
853,503,652,2,177.99,30.21,295.56
854,504,1049,1,1043.03,0.28,1042.75
855,504,380,4,68.31,0.0,273.24
856,505,1197,5,87.4,0.0,437.0
857,506,1138,1,290.45,0.0,290.45
858,506,72,1,9.09,1.58,7.51
859,507,494,4,196.1,0.0,784.4
860,508,54,1,116.18,0.0,116.18
861,508,453,5,179.97,0.0,899.85
862,509,451,2,230.78,0.0,461.56
863,510,846,2,144.62,0.0,289.24
864,512,759,5,899.64,0.0,4498.2
865,512,644,2,194.59,12.86,363.46
866,513,884,3,38.42,0.0,115.26
867,514,1177,3,41.16,0.0,123.48
868,514,275,1,32.38,0.0,32.38
869,516,637,2,35.32,0.0,70.64
870,517,1123,1,97.22,24.11,73.11
871,518,817,3,353.23,0.0,1059.69
872,519,137,5,146.26,0.0,731.3
873,520,12,3,89.85,0.0,269.55
874,522,631,1,37.29,0.0,37.29
875,522,500,1,176.78,0.0,176.78
876,523,1159,1,215.45,0.0,215.45
877,523,121,2,196.12,0.0,392.24
878,526,420,5,16.48,0.0,82.4
879,526,546,4,430.0,0.0,1720.0
880,528,467,3,191.94,0.0,575.82
881,528,452,3,79.9,0.0,239.7
882,528,875,4,26.87,1.53,101.36
883,528,915,4,254.34,23.47,923.48
884,530,622,2,41.36,0.0,82.72
885,531,365,1,1717.84,0.0,1717.84
886,531,1056,1,35.62,0.8,34.82
887,531,712,5,4.2,0.0,21.0
888,532,1092,2,11.7,0.0,23.4
889,532,989,3,361.34,7.52,1061.46
890,533,164,1,86.35,15.55,70.8
891,534,1048,1,927.89,0.0,927.89
892,536,12,4,89.85,0.0,359.4
893,536,335,4,47.13,0.0,188.52
894,537,53,4,46.5,0.0,186.0
895,537,436,5,47.0,0.0,235.0
896,538,642,2,816.87,0.0,1633.74
897,538,196,2,88.44,0.0,176.88
898,538,629,2,119.98,10.16,219.64
899,540,402,4,86.85,0.0,347.4
900,540,231,3,168.5,44.68,371.46
901,540,1083,5,53.38,0.0,266.9
902,541,1091,5,766.72,0.0,3833.6
903,542,1184,1,7.8,0.71,7.09
904,542,354,1,20.67,0.0,20.67
905,542,947,4,67.7,0.0,270.8
906,542,598,1,150.55,0.0,150.55
907,542,1068,2,101.0,0.0,202.0
908,543,336,5,25.24,6.05,95.95
909,543,159,4,134.68,0.0,538.72
910,543,726,2,444.2,129.13,630.14
911,544,63,3,58.95,13.65,135.9
912,544,83,5,13.1,0.0,65.5
913,544,976,2,93.31,0.0,186.62
914,545,105,2,125.21,0.0,250.42
915,545,1148,5,172.92,0.0,864.6
916,545,697,3,310.37,0.0,931.11
917,546,484,4,134.97,0.0,539.88
918,546,1017,2,247.07,0.0,494.14
919,547,766,5,89.79,0.0,448.95
920,548,255,2,12.67,0.0,25.34
921,549,782,2,1207.15,0.0,2414.3
922,550,854,4,58.95,7.13,207.28
923,551,16,3,212.03,0.0,636.09
924,551,46,3,201.0,0.0,603.0
925,553,196,2,88.44,0.0,176.88
926,553,114,3,15.54,0.0,46.62
927,553,1086,1,56.45,0.0,56.45
928,554,1042,4,830.7,0.0,3322.8
929,554,1128,5,26.85,0.67,130.9
930,554,506,4,52.12,0.0,208.48
931,555,334,3,116.83,0.0,350.49
932,559,330,5,125.68,0.0,628.4
933,559,175,1,17.95,1.83,16.12
934,560,1025,2,106.51,0.0,213.02
935,560,236,4,457.04,82.21,1499.32
936,560,1,3,540.49,0.0,1621.47
937,560,439,1,97.94,0.0,97.94
938,561,755,3,1574.4,51.27,4569.39
939,562,126,4,65.96,0.0,263.84
940,563,450,1,88.86,0.0,88.86
941,564,729,4,48.85,0.0,195.4
942,565,961,1,54.66,0.0,54.66
943,566,481,4,82.63,0.0,330.52
944,567,679,1,93.28,0.0,93.28
945,567,108,3,71.64,0.0,214.92
946,567,107,2,117.26,7.66,219.2
947,567,120,4,16.26,0.0,65.04
948,567,1151,2,135.1,0.0,270.2
949,569,263,4,63.41,0.0,253.64
950,569,694,5,132.36,0.0,661.8
951,570,880,4,6.87,0.0,27.48
952,570,596,2,14.51,0.0,29.02
953,571,102,3,1001.23,153.17,2544.18
954,571,116,1,517.29,83.62,433.67
955,571,772,4,99.87,0.0,399.48
956,572,180,1,1800.84,397.67,1403.17
957,572,1193,2,15.7,0.0,31.4
958,572,361,1,415.21,103.95,311.26
959,573,803,5,608.55,0.0,3042.75
960,573,799,5,149.34,0.0,746.7
961,574,591,5,25.31,2.37,114.7
962,574,1064,1,249.85,0.0,249.85
963,574,1080,5,10.72,2.72,40.0
964,575,299,1,70.93,0.0,70.93
965,577,130,1,163.42,0.0,163.42
966,578,83,2,13.1,3.11,19.98
967,578,783,4,11.88,0.0,47.52
968,580,831,1,349.35,89.17,260.18
969,582,294,1,882.79,0.0,882.79
970,583,471,4,134.19,0.0,536.76
971,584,860,5,245.34,0.0,1226.7
972,584,545,3,223.36,12.22,633.42
973,585,543,1,85.24,0.0,85.24
974,586,874,1,43.76,0.0,43.76
975,587,380,3,68.31,0.0,204.93
976,587,270,4,1485.22,187.28,5191.76
977,588,180,2,1800.84,0.0,3601.68
978,588,914,2,74.05,0.0,148.1
979,589,1185,2,61.36,0.0,122.72
980,590,1001,3,26.09,0.0,78.27
981,591,747,1,59.64,0.0,59.64
982,591,497,4,10.29,0.0,41.16
983,592,195,4,246.82,0.0,987.28
984,593,39,3,53.46,0.0,160.38
985,593,1078,2,688.13,0.0,1376.26
986,593,633,1,210.94,62.13,148.81
987,593,697,3,310.37,0.0,931.11
988,594,1152,4,3.37,0.0,13.48
989,594,1149,5,79.22,0.0,396.1
990,594,751,5,42.71,0.0,213.55
991,595,38,1,113.19,0.0,113.19
992,596,1087,3,207.2,0.0,621.6
993,597,223,1,91.48,0.0,91.48
994,597,996,4,37.74,0.0,150.96
995,597,727,1,12.3,0.0,12.3
996,598,390,5,64.66,0.0,323.3
997,598,1037,2,28.12,0.0,56.24
998,599,588,5,32.25,9.62,113.15
999,601,266,2,361.69,102.75,517.88
1000,601,200,4,23.08,0.77,89.24
1001,602,582,4,659.26,0.0,2637.04
1002,602,134,1,15.02,2.43,12.59
1003,603,309,2,339.91,0.0,679.82
1004,603,751,1,42.71,0.0,42.71
1005,605,142,4,932.65,0.0,3730.6
1006,605,925,4,442.45,0.0,1769.8
1007,606,477,1,301.35,0.0,301.35
1008,606,161,4,460.53,0.0,1842.12
1009,607,70,3,31.71,0.0,95.13
1010,607,390,5,64.66,0.0,323.3
1011,607,954,4,323.61,0.0,1294.44
1012,607,827,1,283.71,0.0,283.71
1013,609,898,2,540.39,0.0,1080.78
1014,609,433,4,42.58,0.0,170.32
1015,610,1197,3,87.4,0.0,262.2
1016,610,344,2,152.46,0.0,304.92
1017,610,969,3,133.02,0.0,399.06
1018,612,201,2,115.5,0.0,231.0
1019,613,795,5,39.64,0.0,198.2
1020,613,456,3,105.65,0.0,316.95
1021,613,1022,4,62.24,0.0,248.96
1022,613,968,1,12.49,1.23,11.26
1023,614,23,5,74.91,0.0,374.55
1024,615,72,1,9.09,0.0,9.09
1025,615,331,4,1359.56,0.0,5438.24
1026,615,75,1,45.51,0.0,45.51
1027,616,298,4,13.14,0.0,52.56
1028,616,1076,1,104.43,0.0,104.43
1029,618,211,5,43.88,0.0,219.4
1030,618,1191,1,55.27,0.0,55.27
1031,619,1074,4,6.57,0.0,26.28
1032,620,124,5,7.24,0.0,36.2
1033,620,1165,2,220.76,0.0,441.52
1034,622,658,2,51.27,0.0,102.54
1035,622,37,4,990.6,0.0,3962.4
1036,623,1004,5,30.0,0.0,150.0
1037,624,637,5,35.32,0.0,176.6
1038,624,538,3,1263.03,0.0,3789.09
1039,625,33,1,542.94,0.0,542.94
1040,625,765,3,22.29,0.0,66.87
1041,625,473,3,75.39,0.0,226.17
1042,627,774,5,786.9,0.0,3934.5
1043,627,124,2,7.24,0.0,14.48
1044,627,488,4,18.55,0.0,74.2
1045,627,132,3,79.01,0.0,237.03
1046,628,923,1,42.73,0.0,42.73
1047,628,56,5,5.84,0.0,29.2
1048,629,1077,3,12.15,0.0,36.45
1049,629,199,5,51.06,0.0,255.3
1050,629,613,3,49.51,0.0,148.53
1051,630,461,4,54.49,14.14,161.4
1052,630,68,3,740.03,0.0,2220.09
1053,630,275,4,32.38,0.0,129.52
1054,631,650,4,76.15,0.0,304.6
1055,631,370,5,12.25,3.42,44.15
1056,632,302,1,239.62,56.77,182.85
1057,633,589,2,11.26,0.0,22.52
1058,634,1137,4,137.78,0.0,551.12
1059,634,882,1,9.29,0.0,9.29
1060,634,1024,5,300.95,0.0,1504.75
1061,635,699,2,11.0,0.0,22.0
1062,635,1147,5,117.36,0.0,586.8
1063,636,329,4,39.8,0.0,159.2
1064,636,834,4,978.2,0.0,3912.8
1065,637,487,1,17.13,0.0,17.13
1066,637,1045,1,46.47,0.0,46.47
1067,637,698,4,95.91,0.0,383.64
1068,639,981,1,323.59,0.0,323.59
1069,641,1060,5,39.8,0.0,199.0
1070,642,157,3,15.85,3.82,36.09
1071,642,464,3,196.69,0.0,590.07
1072,643,183,3,18.01,0.0,54.03
1073,644,467,1,191.94,2.01,189.93
1074,646,809,4,28.09,0.0,112.36
1075,647,487,4,17.13,0.0,68.52
1076,647,1131,5,48.77,0.0,243.85
1077,647,687,4,40.13,9.34,123.16
1078,650,1099,5,693.9,0.0,3469.5
1079,650,706,2,94.83,0.0,189.66
1080,650,1083,2,53.38,0.0,106.76
1081,651,1050,4,40.53,6.86,134.68
1082,653,442,2,88.92,0.0,177.84
1083,653,389,4,26.93,0.0,107.72
1084,653,56,1,5.84,0.0,5.84
1085,654,1184,1,7.8,0.0,7.8
1086,654,585,5,685.08,0.0,3425.4
1087,654,928,4,43.68,6.01,150.68
1088,655,961,4,54.66,0.0,218.64
1089,655,445,3,30.95,0.0,92.85
1090,655,809,4,28.09,0.0,112.36
1091,655,865,1,6.47,1.2,5.27
1092,655,938,5,1071.19,0.0,5355.95
1093,656,728,5,249.48,0.0,1247.4
1094,656,1079,3,625.0,0.0,1875.0
1095,657,73,4,158.86,0.0,635.44
1096,658,841,1,83.6,0.0,83.6
1097,659,1026,4,85.01,0.0,340.04
1098,660,408,3,24.53,0.0,73.59
1099,661,217,3,35.82,0.0,107.46
1100,662,1029,5,40.95,0.0,204.75
1101,662,791,5,30.73,0.0,153.65
1102,663,664,2,290.77,75.22,431.1
1103,664,107,1,117.26,13.54,103.72
1104,664,222,3,1144.85,0.0,3434.55
1105,664,940,5,64.38,0.0,321.9
1106,665,1135,3,55.28,0.0,165.84
1107,665,1012,3,23.56,0.0,70.68
1108,666,323,1,193.48,0.0,193.48
1109,666,287,1,12.87,0.0,12.87
1110,667,737,2,26.94,3.06,47.76
1111,668,601,5,478.74,0.0,2393.7
1112,668,771,2,1135.53,170.18,1930.7
1113,668,831,3,349.35,0.0,1048.05
1114,669,475,5,10.26,0.0,51.3
1115,669,1036,1,148.99,0.0,148.99
1116,670,731,5,42.7,6.26,182.2
1117,670,681,4,336.83,8.14,1314.76
1118,670,303,4,762.04,0.0,3048.16
1119,671,942,1,863.34,0.0,863.34
1120,673,191,5,44.93,0.0,224.65
1121,673,429,4,19.42,0.0,77.68
1122,674,940,5,64.38,14.35,250.15
1123,674,1019,1,14.92,0.0,14.92
1124,675,897,5,724.38,0.0,3621.9
1125,675,56,1,5.84,0.0,5.84
1126,676,753,4,37.24,0.0,148.96
1127,676,346,2,38.41,0.0,76.82
1128,677,296,1,481.63,0.0,481.63
1129,678,1169,1,159.69,11.38,148.31
1130,678,35,1,34.1,0.0,34.1
1131,678,465,3,814.64,139.51,2025.39
1132,679,286,2,229.6,0.0,459.2
1133,680,790,5,33.02,2.92,150.5
1134,681,596,3,14.51,0.0,43.53
1135,681,699,5,11.0,2.3,43.5
1136,682,1051,4,10.45,0.0,41.8
1137,683,836,2,14.66,0.0,29.32
1138,683,1161,3,52.77,0.0,158.31
1139,683,851,4,159.07,0.0,636.28
1140,684,869,4,248.07,71.59,705.92
1141,685,476,1,1471.46,0.0,1471.46
1142,686,1039,2,470.5,0.0,941.0
1143,686,1170,2,6.84,0.0,13.68
1144,686,318,1,10.22,2.07,8.15
1145,686,600,5,13.35,0.0,66.75
1146,686,946,4,220.27,50.49,679.12
1147,687,329,1,39.8,0.0,39.8
1148,688,1157,5,595.28,0.0,2976.4
1149,688,517,5,16.2,0.0,81.0
1150,688,486,4,892.52,0.0,3570.08
1151,689,608,3,25.05,0.0,75.15
1152,689,1192,1,12.36,0.0,12.36
1153,690,424,5,18.36,0.0,91.8
1154,690,1096,1,1146.9,0.0,1146.9
1155,690,966,3,211.65,0.0,634.95
1156,692,922,4,59.66,0.0,238.64
1157,692,1160,4,15.44,0.0,61.76
1158,693,1126,1,44.54,0.0,44.54
1159,693,185,2,13.67,0.53,26.28
1160,694,1037,1,28.12,0.0,28.12
1161,694,442,3,88.92,0.0,266.76
1162,694,666,3,781.3,53.27,2184.09
1163,694,777,1,453.32,0.0,453.32
1164,694,311,4,67.85,0.0,271.4
1165,697,1082,4,63.46,0.0,253.84
1166,698,1172,3,140.93,21.59,358.02
1167,700,1153,1,30.68,0.0,30.68
1168,700,899,5,59.43,0.0,297.15
1169,700,558,1,1168.55,237.24,931.31
1170,700,906,3,38.79,0.0,116.37
1171,702,366,5,19.53,0.0,97.65
1172,702,303,2,762.04,60.49,1403.1
1173,703,221,3,78.39,0.0,235.17
1174,704,50,1,464.8,0.0,464.8
1175,704,413,4,64.41,0.0,257.64
1176,704,862,1,1386.93,0.0,1386.93
1177,705,183,2,18.01,0.0,36.02
1178,705,710,2,114.84,20.36,188.96
1179,706,998,3,103.26,0.0,309.78
1180,706,1103,4,284.13,16.04,1072.36
1181,706,782,5,1207.15,291.04,4580.55
1182,707,523,5,17.08,1.12,79.8
1183,708,537,1,114.55,0.0,114.55
1184,708,553,2,98.38,0.0,196.76
1185,708,207,4,10.26,0.0,41.04
1186,709,206,1,235.7,0.0,235.7
1187,709,900,1,1310.53,0.0,1310.53
1188,709,604,1,610.21,0.0,610.21
1189,710,578,4,188.21,0.0,752.84
1190,711,488,4,18.55,0.0,74.2
1191,712,395,2,55.44,0.0,110.88
1192,713,888,4,38.53,0.0,154.12
1193,713,868,2,10.1,0.0,20.2
1194,713,1020,2,1201.57,0.0,2403.14
1195,714,573,3,1375.33,0.0,4125.99
1196,714,726,2,444.2,0.0,888.4
1197,714,1091,5,766.72,0.0,3833.6
1198,715,50,3,464.8,0.0,1394.4
1199,715,1015,4,912.22,0.0,3648.88
1200,716,163,4,407.57,0.0,1630.28
1201,716,78,5,4.16,0.0,20.8
1202,716,661,3,58.92,0.0,176.76
1203,717,856,5,1086.26,0.0,5431.3
1204,717,865,1,6.47,0.0,6.47
1205,717,56,1,5.84,0.0,5.84
1206,718,351,1,15.84,0.0,15.84
1207,719,653,1,176.02,22.77,153.25
1208,720,495,4,279.59,76.43,812.64
1209,722,1075,4,14.48,0.63,55.4
1210,722,923,3,42.73,10.07,97.98
1211,723,59,1,88.51,5.48,83.03
1212,723,272,5,56.34,0.0,281.7
1213,724,376,5,105.91,22.54,416.85
1214,725,89,5,56.86,0.0,284.3
1215,725,235,3,1233.81,0.0,3701.43
1216,726,481,2,82.63,0.0,165.26
1217,726,612,1,17.79,0.0,17.79
1218,726,752,5,47.29,0.0,236.45
1219,727,670,4,359.47,0.0,1437.88
1220,728,869,5,248.07,0.0,1240.35
1221,729,77,5,279.26,0.0,1396.3
1222,729,946,2,220.27,0.0,440.54
1223,730,689,1,84.45,0.0,84.45
1224,730,853,1,19.4,0.0,19.4
1225,730,20,2,36.79,0.0,73.58
1226,730,328,4,189.31,0.0,757.24
1227,731,978,5,42.16,9.38,163.9
1228,732,355,4,24.09,0.0,96.36
1229,732,640,3,33.23,4.59,85.92
1230,733,204,1,721.01,0.0,721.01
1231,733,206,4,235.7,0.0,942.8
1232,734,664,3,290.77,0.0,872.31
1233,735,532,5,927.93,0.0,4639.65
1234,735,238,1,43.82,6.88,36.94
1235,735,708,3,142.79,0.0,428.37
1236,735,319,2,22.93,4.92,36.02
1237,736,591,3,25.31,0.0,75.93
1238,736,362,3,640.68,0.0,1922.04
1239,737,1165,5,220.76,0.0,1103.8
1240,738,794,2,45.31,0.0,90.62
1241,739,746,3,178.4,19.96,475.32
1242,740,266,5,361.69,0.0,1808.45
1243,740,238,3,43.82,0.0,131.46
1244,741,618,5,8.15,0.0,40.75
1245,742,2,1,181.55,0.0,181.55
1246,742,1010,1,37.73,0.0,37.73
1247,743,524,3,63.54,0.0,190.62
1248,743,666,2,781.3,141.06,1280.48
1249,744,293,5,55.97,0.0,279.85
1250,744,284,4,59.56,0.0,238.24
1251,746,620,4,45.25,0.0,181.0
1252,746,290,3,371.94,0.0,1115.82
1253,748,349,4,590.84,0.0,2363.36
1254,748,16,5,212.03,0.0,1060.15
1255,748,948,5,214.99,29.02,929.85
1256,749,1041,2,233.33,0.0,466.66
1257,749,150,2,1190.24,0.0,2380.48
1258,750,1096,1,1146.9,316.73,830.17
1259,750,1160,1,15.44,0.0,15.44
1260,751,906,5,38.79,0.0,193.95
1261,752,799,4,149.34,0.0,597.36
1262,752,929,3,637.92,0.0,1913.76
1263,752,1096,2,1146.9,192.61,1908.58
1264,753,273,3,65.35,0.0,196.05
1265,754,959,3,184.69,0.0,554.07
1266,755,504,1,42.14,0.0,42.14
1267,755,923,3,42.73,0.0,128.19
1268,755,1058,3,1767.55,366.42,4203.39
1269,756,673,5,79.26,0.0,396.3
1270,758,218,1,310.37,0.0,310.37
1271,759,557,1,1399.81,0.0,1399.81
1272,759,575,5,44.94,6.46,192.4
1273,759,522,3,23.75,0.0,71.25
1274,759,1056,3,35.62,3.42,96.6
1275,760,861,4,67.81,0.0,271.24
1276,762,34,1,247.16,0.0,247.16
1277,762,1176,1,496.71,0.0,496.71
1278,762,846,3,144.62,0.0,433.86
1279,762,375,4,25.22,0.0,100.88
1280,763,760,1,722.72,0.0,722.72
1281,763,425,4,11.5,0.0,46.0
1282,764,306,5,8.89,0.0,44.45
1283,765,93,3,35.94,0.0,107.82
1284,766,479,5,50.4,0.0,252.0
1285,767,876,3,104.36,0.0,313.08
1286,767,615,1,12.21,0.0,12.21
1287,767,1115,2,1069.91,229.67,1680.48
1288,768,751,5,42.71,0.0,213.55
1289,768,984,3,74.17,5.44,206.19
1290,769,865,5,6.47,0.0,32.35
1291,770,988,4,442.68,0.0,1770.72
1292,772,906,2,38.79,0.0,77.58
1293,772,1005,4,107.64,0.0,430.56
1294,773,633,2,210.94,0.0,421.88
1295,773,292,3,687.77,0.0,2063.31
1296,774,876,4,104.36,0.0,417.44
1297,774,911,5,113.92,0.0,569.6
1298,775,962,2,679.0,0.0,1358.0
1299,775,1063,1,45.66,0.0,45.66
1300,776,319,4,22.93,0.0,91.72
1301,776,1007,3,35.48,0.0,106.44
1302,776,818,3,727.75,0.0,2183.25
1303,777,980,2,229.58,0.0,459.16
1304,777,295,1,50.71,0.0,50.71
1305,777,879,3,34.35,0.0,103.05
1306,778,886,4,14.9,0.0,59.6
1307,778,656,3,7.25,0.0,21.75
1308,778,359,3,173.67,20.48,459.57
1309,778,997,5,94.39,0.0,471.95
1310,779,156,3,1465.67,0.0,4397.01
1311,781,290,4,371.94,0.0,1487.76
1312,781,832,1,73.99,0.0,73.99
1313,782,718,1,51.6,10.03,41.57
1314,782,284,5,59.56,0.0,297.8
1315,782,1074,1,6.57,0.0,6.57
1316,782,63,5,58.95,0.0,294.75
1317,784,11,1,1441.95,0.0,1441.95
1318,786,594,1,30.29,0.0,30.29
1319,787,628,3,219.36,0.0,658.08
1320,787,199,2,51.06,0.0,102.12
1321,787,356,5,23.29,0.0,116.45
1322,787,1003,1,31.94,0.0,31.94
1323,788,1000,5,188.6,0.0,943.0
1324,789,825,1,21.58,0.0,21.58
1325,790,903,4,59.04,0.0,236.16
1326,791,912,4,215.14,0.0,860.56
1327,791,686,5,44.7,12.95,158.75
1328,791,334,1,116.83,0.0,116.83
1329,791,272,3,56.34,10.89,136.35
1330,791,1121,4,12.41,0.0,49.64
1331,792,1198,1,304.68,0.0,304.68
1332,793,319,5,22.93,0.0,114.65
1333,793,701,3,832.09,55.84,2328.75
1334,794,693,5,35.45,0.0,177.25
1335,795,957,2,20.55,0.0,41.1
1336,795,434,2,97.96,0.0,195.92
1337,796,1184,1,7.8,0.0,7.8
1338,796,981,2,323.59,0.0,647.18
1339,796,1107,2,141.81,0.0,283.62
1340,798,840,1,147.44,0.0,147.44
1341,798,310,5,107.03,0.0,535.15
1342,798,1183,1,360.18,60.31,299.87
1343,799,182,5,38.44,0.32,190.6
1344,799,1034,3,49.16,2.29,140.61
1345,799,139,1,28.34,0.0,28.34
1346,799,335,3,47.13,0.0,141.39
1347,800,1029,3,40.95,0.0,122.85
1348,800,58,5,64.72,0.0,323.6
